captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.25323.first,candidates.25323.last,candidates.25323.party,candidates.25323.incumbent,candidates.25323.candidateID,candidates.25323.polID,candidates.25323.ballotOrder,candidates.25323.polNum,candidates.25323.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA-20221108_Eday62,19,Open Primary,X,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 4,4,283876,99,0,1056285,True,20221108LA20559,2022-11-08,LA,25323,Mike,Johnson,GOP,True,25323,65700,1,21672,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA-20221108_Eday80,19,Open Primary,X,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 4,4,283876,99,0,1056285,True,20221108LA20559,2022-11-08,LA,25323,Mike,Johnson,GOP,True,25323,65700,1,21672,2022-11-09T02:01:02.009Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,True,District 4,4,283876,99,0,1056285,True,20221108LA20559,2022-11-08,LA,25323,Mike,Johnson,GOP,True,25323,65700,1,21672,2022-11-09T02:01:02.009Z
