captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.31819.first,candidates.31819.last,candidates.31819.abbrv,candidates.31819.party,candidates.31819.incumbent,candidates.31819.candidateID,candidates.31819.polID,candidates.31819.ballotOrder,candidates.31819.polNum,candidates.31819.electWon,candidates.32507.first,candidates.32507.last,candidates.32507.party,candidates.32507.candidateID,candidates.32507.polID,candidates.32507.ballotOrder,candidates.32507.polNum,candidates.32507.electWon,candidates.31819.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MD-20221108_Eday62,21,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,319549,99,0,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MD-20221108_Eday80,21,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,298933,99,0,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,298933,99,0,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,298933,99,51234,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,298933,99,54418,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,298933,99,94899,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,298933,99,104870,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,342515,99,118235,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,342515,99,174009,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,211592,99,174009,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,211592,99,177529,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,211592,99,177757,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,210118,99,177757,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,2022-11-09T04:41:05.636Z,
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,211592,99,177757,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,210118,99,177757,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,2022-11-09T04:41:05.636Z,
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,210118,99,180311,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,2022-11-09T04:41:05.636Z,
1667972854,2022-11-08 23:47:34 -0600,4c493d7ad5df619297ee4ec86e6725cbd0fcac02,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207117,99,180311,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,2022-11-09T04:41:05.636Z,
1667976713,2022-11-09 00:51:53 -0600,e706274cafb1c1dca67fd185b843624ee37dec41,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206032,99,180311,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,2022-11-09T04:41:05.636Z,
1668003583,2022-11-09 08:19:43 -0600,3e76f29caf78495832439390214a992384e65d77,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206032,99,185930,827044,True,20221108MD21749,2022-11-08,MD,31819,Dutch,Ruppersberger,Rpprsbr,Dem,True,31819,1055,2,23910,0.0,Nicolee,Ambrose,GOP,32507,71250,1,27195,0.0,2022-11-09T04:41:05.636Z,
