captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.12369.first,candidates.12369.last,candidates.12369.incumbent,candidates.12369.party,candidates.12369.candidateID,candidates.12369.ballotOrder,candidates.12369.polID,candidates.12369.polNum,candidates.12369.electWon,candidates.13878.first,candidates.13878.last,candidates.13878.party,candidates.13878.candidateID,candidates.13878.ballotOrder,candidates.13878.polID,candidates.13878.polNum,candidates.13878.electWon,candidates.14091.first,candidates.14091.last,candidates.14091.party,candidates.14091.candidateID,candidates.14091.ballotOrder,candidates.14091.polID,candidates.14091.polNum,candidates.14091.electWon,candidates.14096.first,candidates.14096.last,candidates.14096.party,candidates.14096.candidateID,candidates.14096.ballotOrder,candidates.14096.polID,candidates.14096.polNum,candidates.14096.electWon,candidates.14097.first,candidates.14097.last,candidates.14097.party,candidates.14097.candidateID,candidates.14097.ballotOrder,candidates.14097.polID,candidates.14097.polNum,candidates.14097.electWon,candidates.12369.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CO-20221108_Eday80,6,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,0,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,0,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,116681,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,943196,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,957316,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,979579,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,1031721,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,1141986,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,1144169,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Michael,Bennet,Dem,12369,59911,8435,True,True,True,2600000,99,1161113,4316424,True,20221108CO7190,2022-11-08,CO,12369,Michael,Bennet,True,Dem,12369,1,59911,8435,0.0,Joe,O'Dea,GOP,13878,2,70785,9632,0.0,Frank,Atwood,AVP,14091,5,62539,8787,0.0,Brian,Peotter,Lib,14096,4,71788,9788,0.0,T.J.,Cole,Uty,14097,3,71787,9084,0.0,,
