captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.60811.first,candidates.60811.last,candidates.60811.party,candidates.60811.incumbent,candidates.60811.candidateID,candidates.60811.polID,candidates.60811.ballotOrder,candidates.60811.polNum,candidates.60811.electWon,candidates.62884.first,candidates.62884.last,candidates.62884.abbrv,candidates.62884.party,candidates.62884.candidateID,candidates.62884.polID,candidates.62884.ballotOrder,candidates.62884.polNum,candidates.62884.electWon,candidates.60811.winnerDateTime,isCertified
1667971699,2022-11-08 23:28:19 -0600,ab5f2b666bd1b9bf6989ccd1e80db43497d771dc,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,200776,99,64580,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667975484,2022-11-09 00:31:24 -0600,81d3631081e4e7b24b990567f86cc67079a95e6c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,200776,99,67498,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667981644,2022-11-09 02:14:04 -0600,795b577eaa6c2f9211213427433f95db1d9ee856,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,200776,99,70676,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667984162,2022-11-09 02:56:02 -0600,b6b6d8a3f4801ed3185f0ad55bce4f5decede761,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,200776,99,76753,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667987444,2022-11-09 03:50:44 -0600,535a461b75364f2c1d70c8e62728ceb9443765d2,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,200776,99,83688,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667990684,2022-11-09 04:44:44 -0600,efdfb7c669faa1b581c8efc142e9f0a832c5334d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,200776,99,91922,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667993114,2022-11-09 05:25:14 -0600,6b9a6628e82f1a2f2d5f6be72cf397d76055849c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,108144,99,91922,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667994827,2022-11-09 05:53:47 -0600,57d0350cfd5dc4c4078a7c77cc7496df1dc2a82a,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,108144,99,99334,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1667996516,2022-11-09 06:21:56 -0600,54882b720f52ff19a1eb6601f2536c6cf4967df5,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,106811,99,99334,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1668010038,2022-11-09 10:07:18 -0600,7f882ee806ab6b93215a59fa3c5a05469e090576,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,106811,99,99549,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1668051103,2022-11-09 21:31:43 -0600,7858ef1994c4eb1ab42d89714710220523b8abcb,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,106811,99,99935,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1668095136,2022-11-10 09:45:36 -0600,f9250087ce922e2bdfe704b9e568bce54b142c3b,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,101974,99,99935,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1668125450,2022-11-10 18:10:50 -0600,b03a1ffe011e46d254f52541af2346f47f982364,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,101974,99,100014,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1668144982,2022-11-10 23:36:22 -0600,86547cdb59ae5624d71108b55718033999e7f380,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,101024,99,100014,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1668145023,2022-11-10 23:37:03 -0600,02cf4bc4da6da78a10e21617cc621e305a446ceb,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,101974,99,100014,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1668145107,2022-11-10 23:38:27 -0600,d333a2cf3cf3b41baa008be02c9069230840c069,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,East Houston & subs,True,District 29,29,101024,99,100014,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,
1669826343,2022-11-30 10:39:03 -0600,42e70f646251b307c20b2047fc570da46557b2c8,TX-20221108_Eday80,44,General,G,Gathering Certified Results,Called,H,U.S. House,East Houston & subs,True,District 29,29,100602,100,100014,729977,True,20221108TX45899,2022-11-08,TX,60811,Sylvia,Garcia,Dem,True,60811,42158,1,51265,0,Robert,Schafranek,Schafrnk,GOP,62884,64645,2,51771,0,2022-11-09T04:48:09.946Z,False
