captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.9501.first,candidates.9501.last,candidates.9501.party,candidates.9501.candidateID,candidates.9501.ballotOrder,candidates.9501.polID,candidates.9501.polNum,candidates.9501.electWon,candidates.9502.first,candidates.9502.last,candidates.9502.abbrv,candidates.9502.party,candidates.9502.candidateID,candidates.9502.ballotOrder,candidates.9502.polID,candidates.9502.polNum,candidates.9502.electWon,candidates.9502.winnerDateTime,isCertified
1668128934,2022-11-10 19:08:54 -0600,8271fe22b75e5c1580aed463ae7187c39c3d6934,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,219824,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668128973,2022-11-10 19:09:33 -0600,2e53ab5acfcc869a61c1fa0b9ade340ba866c6b6,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,225523,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668129141,2022-11-10 19:12:21 -0600,ff6c524fd5805e2bfd0b96ef2f467fd7155b32d8,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,219824,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668129182,2022-11-10 19:13:02 -0600,9722dfa3fe88ca72f1a90884aa82e18f84d0abba,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,225523,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668129223,2022-11-10 19:13:43 -0600,ebfa3380c9abfa6e3e8f3edd789ec7e2ffea550d,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,219824,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668129267,2022-11-10 19:14:27 -0600,c1a56134959b142144f176e005fcb3939763a8e1,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,225523,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668129436,2022-11-10 19:17:16 -0600,870a8de5b6d146e9229edf38127836bc0ff402de,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,231700,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668129478,2022-11-10 19:17:58 -0600,bac8b53f8dab81541f136e2799083584aa488f91,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,225523,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668129769,2022-11-10 19:22:49 -0600,d6b2bd6b039cc848be10c9431ecdfb5e24ab60fe,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,329293,70,231700,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668131846,2022-11-10 19:57:26 -0600,51b6321ed65cc2806e1b6e51cd2b2d170e59e0d0,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,325029,70,233682,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668134269,2022-11-10 20:37:49 -0600,50bdd0df2696d3fe09d799ec19397958d9b3aa80,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,325029,70,258440,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668184794,2022-11-11 10:39:54 -0600,cd78833b512a4a0a3705b1bd3abe929847fa0df6,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,326142,70,258440,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668185581,2022-11-11 10:53:01 -0600,504d9009b9dfe3d93b621efdee118cff30b222c9,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,324151,70,258440,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668186435,2022-11-11 11:07:15 -0600,909d523074371b08eae946bbfadbbc892936ab7a,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,324036,70,258440,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668204983,2022-11-11 16:16:23 -0600,ee136c0b9fe100482bf0f39e48814d0b81e00cd0,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,324036,70,263311,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668220342,2022-11-11 20:32:22 -0600,dfd62919ea7a47c108935992c4c9e1af66dfbdcb,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,324036,70,287785,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668273064,2022-11-12 11:11:04 -0600,c21d36c136329b24d6c5dcf4053b406d24c14b26,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,316688,70,287785,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668273885,2022-11-12 11:24:45 -0600,4046d5f3ce0d273a176b28f200373608f11fe80a,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,315949,70,287785,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668274705,2022-11-12 11:38:25 -0600,e51f10182f0a9a1da05600059a105207b1fc3c92,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,316558,70,287785,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668276459,2022-11-12 12:07:39 -0600,b5a968168cc46b412892a94715ec7d8e0be4bbde,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,319858,70,287785,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668277401,2022-11-12 12:23:21 -0600,d7a85ab534076acaade1f98e100419189b79836b,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,319670,70,287785,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668299583,2022-11-12 18:33:03 -0600,440d6ffb33a46bdc083defa27f5913de53264bf5,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Southwest,True,District 3,3,320204,70,303717,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,,
1668304869,2022-11-12 20:01:09 -0600,fb036f6d9b29b110fa90d29c4a424037105ae709,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320204,70,303717,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668378147,2022-11-13 16:22:27 -0600,ac7fced0ae0beae04acfdb3424c4e6bcc6460c67,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320204,90,303717,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668468797,2022-11-14 17:33:17 -0600,1d459b80261c8943b79bd30378ef3c5b892e58ba,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320204,99,303717,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668471052,2022-11-14 18:10:52 -0600,ee03475f8e895d6564027c8463058a9e00b3edf6,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320204,99,307048,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668472766,2022-11-14 18:39:26 -0600,7667f1a4c5b44d429426d88a0b35d07e18574752,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320004,99,307535,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668474754,2022-11-14 19:12:34 -0600,156cd1e5e894ab30dd9591a1fbb9d4305566f2e1,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319629,99,311462,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668543941,2022-11-15 14:25:41 -0600,bd726a60d0bca7fb2a60a2672031efad6660a042,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319335,99,311462,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668553222,2022-11-15 17:00:22 -0600,7dae29c0ca0651b680d3c8e25e9533f12ef682bd,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319335,99,311642,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668557447,2022-11-15 18:10:47 -0600,e410c6cb7ac4268bdf5130f3e6d4186711295de4,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319266,99,311642,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668559056,2022-11-15 18:37:36 -0600,63b1ece2f3d8d91efaa79575d7161386bdafa872,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,318936,99,311848,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668644789,2022-11-16 18:26:29 -0600,66ce438002cc88b961dfe2e638b3bbd33ba213d9,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320220,99,313106,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668645663,2022-11-16 18:41:03 -0600,b78d5f0a3401bc37ad9c79b865ac1bfe5fc462b5,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320220,99,313408,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668649838,2022-11-16 19:50:38 -0600,a7d79668eda0e5f25794f67d3fd07312e2b4e16b,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320421,99,314792,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668733238,2022-11-17 19:00:38 -0600,8ba83cd689fd5062f3b92befd79f2eededf2c7cf,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320919,99,315061,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668785754,2022-11-18 09:35:54 -0600,d3117df4df56107f8fb32d8041d3e3ae6b37acdf,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319146,99,315061,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668813212,2022-11-18 17:13:32 -0600,8998f38bcd06a99731f2b9d978042363005a49d8,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319225,99,315061,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668816447,2022-11-18 18:07:27 -0600,ef8ea0384923313afb8d6a8dd0cb0805b3307b24,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319225,99,315910,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1668819641,2022-11-18 19:00:41 -0600,0ea04862cf09813f75fe13ae55a3fb3a24bdead8,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319225,99,315939,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1669073333,2022-11-21 17:28:53 -0600,8e479cc9bc98a55156e4466e38f8939036d2eed2,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319225,99,316555,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,
1669145492,2022-11-22 13:31:32 -0600,47edda579f9bdb7df78c0b160783912d4179b4d2,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,319225,99,316607,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,False
1669146534,2022-11-22 13:48:54 -0600,cefa821544a89f45e884baf371c76c705cbd43e7,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320073,99,316607,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,False
1669160551,2022-11-22 17:42:31 -0600,1364001e6b379cbc35a612be31a721e13ff088ce,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320109,99,316607,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,False
1669163377,2022-11-22 18:29:37 -0600,7a8200f43a3e155c4c64d918b8e8bf0125bff2b8,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320109,99,316926,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,False
1669165061,2022-11-22 18:57:41 -0600,7ee7919e2888c96c5a146b4d11fa13c08a764c5b,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 3,3,320109,99,316938,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,False
1669296942,2022-11-24 07:35:42 -0600,8949ab1a0da210de1df326e06415ef5797019817,WA-20221108_Eday80,48,General,G,Tabulation Paused,Called,H,U.S. House,Southwest,True,District 3,3,320109,99,316990,991108,True,20221108WA48009,2022-11-08,WA,Joe,Kent,GOP,9501,2,71013,52324,0.0,Marie,Gluesenkamp Perez,Glsnkmp,Dem,9502,1,71012,52320,0.0,2022-11-13T01:54:04.740Z,False
