captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.5826.first,candidates.5826.last,candidates.5826.incumbent,candidates.5826.party,candidates.5826.candidateID,candidates.5826.ballotOrder,candidates.5826.polID,candidates.5826.polNum,candidates.5826.electWon,candidates.6058.first,candidates.6058.last,candidates.6058.abbrv,candidates.6058.party,candidates.6058.candidateID,candidates.6058.ballotOrder,candidates.6058.polID,candidates.6058.polNum,candidates.6058.electWon,candidates.6256.first,candidates.6256.last,candidates.6256.party,candidates.6256.candidateID,candidates.6256.ballotOrder,candidates.6256.polID,candidates.6256.polNum,candidates.6256.electWon,candidates.5826.winnerDateTime,isCertified
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206734,99,48787,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206734,99,58918,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206946,99,65411,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206946,99,68354,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206946,99,86155,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207728,99,145167,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207728,99,149235,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207728,99,145167,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207554,99,149235,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207554,99,185317,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206856,99,186038,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207149,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,207483,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667970504,2022-11-08 23:08:24 -0600,218805bf82c018e2091a699549a3db0180a36d98,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,206335,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1667971350,2022-11-08 23:22:30 -0600,4e8d6a153dbb49007925da1747ddadcd1394934d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201282,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1668022068,2022-11-09 13:27:48 -0600,54989ad132a27574aa6308acb004b2d4010a3eda,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,200500,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1668024611,2022-11-09 14:10:11 -0600,55625e65c0c389ad7fcce801ce3345c08242089c,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201872,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1668196792,2022-11-11 13:59:52 -0600,5f1facf54b04a223b5ef7ac120a2a9a14a332cbb,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,200423,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1668695134,2022-11-17 08:25:34 -0600,27fe4fc08032a3b991e190618cb63a278efaf2ca,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,200423,99,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,
1669664830,2022-11-28 13:47:10 -0600,c54ae52f3492b260f64e87b542a471c9c2bd3c07,AL-20221108_Eday80,1,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,198870,100,198373,1127067,True,20221108AL1374,2022-11-08,AL,5826,Barry,Moore,True,GOP,5826,2,66781,3320,0,Phyllis,Harvey-Hall,Hrvy-Hll,Dem,6058,1,68316,3806,0,Jonathan,Realz,Lib,6256,3,71673,4186,0,2022-11-09T02:20:56.493Z,False
