captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.winner,candidates.1.calledAt,candidates.1.colorIndex
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108AR5626,live,11.62,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:57:10.241Z,2,2573,0.08,13959,56417,50.16,13962,54736,48.66,14274,1330,1.18,968000,99,112483,1765681,2,299,,,1.0,X,2022-11-09T01:30:03.718Z,0.0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108AR5626,live,14.59,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:02:01.155Z,2,2573,0.08,13962,74319,52.61,13959,65197,46.16,14274,1736,1.23,968000,99,141252,1765681,2,375,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108AR5626,live,15.29,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:04:52.678Z,2,2573,0.08,13962,79663,53.81,13959,66526,44.93,14274,1864,1.26,968000,99,148053,1765681,2,394,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108AR5626,live,17.43,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:11:29.257Z,2,2573,0.08,13962,93517,55.43,13959,73021,43.28,14274,2176,1.29,968000,99,168714,1765681,2,448,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108AR5626,live,17.69,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:14:45.873Z,2,2573,0.08,13962,95472,55.76,13959,73527,42.94,14274,2225,1.3,968000,99,171224,1765681,2,455,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108AR5626,live,21.63,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:22:01.878Z,2,2573,0.08,13962,120194,57.4,13959,78322,37.4,14274,10878,5.19,968000,99,209394,1765681,2,557,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108AR5626,live,24.67,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:25:30.037Z,3,2573,0.12,13962,138428,57.97,13959,88995,37.27,14274,11389,4.77,968000,99,238812,1765681,3,635,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108AR5626,live,25.01,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:30:38.997Z,12,2573,0.47,13962,140891,58.2,13959,89735,37.07,14274,11447,4.73,968000,99,242073,1765681,12,643,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108AR5626,live,26.74,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:35:36.923Z,12,2573,0.47,13962,152688,58.98,13959,94502,36.5,14274,11698,4.52,968000,99,258888,1765681,12,688,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108AR5626,live,26.95,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:37:04.826Z,37,2573,1.44,13962,154107,59.07,13959,95050,36.43,14274,11743,4.5,968000,99,260900,1765681,37,693,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108AR5626,live,27.16,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:44:36.749Z,96,2573,3.73,13962,155694,59.22,13959,95412,36.29,14274,11780,4.48,968000,99,262886,1765681,96,699,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108AR5626,live,36.25,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:51:18.055Z,145,2573,5.64,13962,210155,59.9,13959,127355,36.3,14274,13355,3.81,968000,99,350865,1765681,145,933,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108AR5626,live,36.57,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:54:37.629Z,149,2573,5.79,13962,212541,60.05,13959,127984,36.16,14274,13442,3.8,968000,99,353967,1765681,149,941,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108AR5626,live,39.14,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:58:08.366Z,141,2573,5.48,13962,230797,60.91,13959,142130,37.51,14274,5990,1.58,968000,99,378917,1765681,141,1007,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108AR5626,live,45.79,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:03:33.733Z,169,2573,6.57,13962,263875,59.53,13959,172508,38.92,14274,6909,1.56,968000,99,443292,1765681,169,1178,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108AR5626,live,48.05,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:08:44.172Z,250,2573,9.72,13962,272102,58.5,13959,177575,38.18,14274,15472,3.33,968000,99,465149,1765681,250,1236,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108AR5626,live,50.82,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:11:39.258Z,280,2573,10.88,13962,291336,59.22,13959,184709,37.54,14274,15934,3.24,968000,99,491979,1765681,280,1308,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108AR5626,live,53.08,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:16:33.835Z,299,2573,11.62,13962,307257,59.8,13959,190132,37.0,14274,16419,3.2,968000,99,513808,1765681,299,1366,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108AR5626,live,55.99,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:24:08.962Z,421,2573,16.36,13962,328818,60.67,13959,196180,36.2,14274,17003,3.14,968000,99,542001,1765681,421,1441,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108AR5626,live,57.21,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:28:25.076Z,462,2573,17.96,13962,337505,60.95,13959,199031,35.94,14274,17226,3.11,968000,99,553762,1765681,462,1472,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108AR5626,live,57.77,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:32:34.294Z,471,2573,18.31,13962,346848,62.02,13959,203257,36.35,14274,9124,1.63,968000,99,559229,1765681,471,1486,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108AR5626,live,60.6,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:42:34.728Z,531,2573,20.64,13962,363875,62.03,13959,213106,36.33,14274,9661,1.65,968000,99,586642,1765681,531,1559,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108AR5626,live,63.23,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:49:06.056Z,584,2573,22.7,13962,383202,62.61,13959,218708,35.74,14274,10113,1.65,968000,99,612023,1765681,584,1627,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108AR5626,live,67.12,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:01:21.281Z,640,2573,24.87,13962,408484,62.87,13959,230419,35.46,14274,10865,1.67,968000,99,649768,1765681,640,1727,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108AR5626,live,67.12,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:03:52.435Z,640,2573,24.87,13962,408484,62.87,13959,230419,35.46,14274,10865,1.67,968000,99,649768,1765681,640,1727,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108AR5626,live,69.03,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:14:18.087Z,647,2573,25.15,13962,422669,63.26,13959,234338,35.07,14274,11174,1.67,968000,99,668181,1765681,647,1776,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,20221108AR5626,live,69.03,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:21:36.036Z,647,2573,25.15,13962,422669,63.26,13959,234338,35.07,14274,11174,1.67,968000,99,668181,1765681,647,1776,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,20221108AR5626,live,69.03,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:30:44.848Z,647,2573,25.15,13962,422669,63.26,13959,234338,35.07,14274,11174,1.67,968000,99,668181,1765681,647,1776,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,20221108AR5626,live,69.03,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:34:22.249Z,647,2573,25.15,13962,422669,63.26,13959,234338,35.07,14274,11174,1.67,968000,99,668181,1765681,647,1776,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,20221108AR5626,live,69.86,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:35:08.061Z,647,2573,25.15,13962,429050,63.44,13959,235821,34.87,14274,11398,1.69,968000,99,676269,1765681,647,1798,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,20221108AR5626,live,70.18,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:36:20.882Z,678,2573,26.35,13962,431539,63.52,13959,236364,34.79,14274,11463,1.69,968000,99,679366,1765681,678,1806,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,20221108AR5626,live,70.18,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:38:31.364Z,678,2573,26.35,13962,431539,63.52,13959,236364,34.79,14274,11463,1.69,968000,99,679366,1765681,678,1806,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,20221108AR5626,live,73.67,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:39:57.508Z,908,2573,35.29,13962,449581,63.05,13959,251142,35.22,14274,12384,1.74,968000,99,713107,1765681,908,1895,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667968974,2022-11-08 22:42:54 -0600,6782d2843c55794bd70cb628b0a71e22fe48f3f5,20221108AR5626,live,73.67,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:41:11.523Z,908,2573,35.29,13962,449581,63.05,13959,251142,35.22,14274,12384,1.74,968000,99,713107,1765681,908,1895,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,20221108AR5626,live,73.67,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:41:51.432Z,908,2573,35.29,13962,449581,63.05,13959,251142,35.22,14274,12384,1.74,968000,99,713107,1765681,908,1895,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667969376,2022-11-08 22:49:36 -0600,4ac813ba060ccffdf02cdf61aae9dd9c0b214438,20221108AR5626,live,74.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:48:23.503Z,908,2573,35.29,13962,452186,63.13,13959,251684,35.14,14274,12459,1.74,968000,99,716329,1765681,908,1904,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,20221108AR5626,live,74.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:49:26.425Z,908,2573,35.29,13962,452186,63.13,13959,251684,35.14,14274,12459,1.74,968000,99,716329,1765681,908,1904,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,20221108AR5626,live,75.81,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:51:20.858Z,950,2573,36.92,13962,464077,63.24,13959,256899,35.01,14274,12854,1.75,968000,99,733830,1765681,950,1951,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,20221108AR5626,live,79.27,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:52:50.669Z,941,2573,36.57,13962,477189,62.19,13959,276670,36.06,14274,13474,1.76,968000,99,767333,1765681,941,2040,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,20221108AR5626,live,79.27,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:54:00.943Z,941,2573,36.57,13962,477189,62.19,13959,276670,36.06,14274,13474,1.76,968000,99,767333,1765681,941,2040,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,20221108AR5626,live,80.74,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:56:47.763Z,986,2573,38.32,13962,487627,62.39,13959,280192,35.85,14274,13757,1.76,968000,99,781576,1765681,986,2077,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667970071,2022-11-08 23:01:11 -0600,dbae837cbbaf1f3aaf9390e6aaa3521af778ad97,20221108AR5626,live,81.64,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:00:06.406Z,1002,2573,38.94,13962,493018,62.39,13959,283264,35.85,14274,13955,1.77,968000,99,790237,1765681,1002,2100,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,20221108AR5626,live,81.64,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:00:18.321Z,1002,2573,38.94,13962,493018,62.39,13959,283264,35.85,14274,13955,1.77,968000,99,790237,1765681,1002,2100,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,20221108AR5626,live,81.64,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:01:09.746Z,1014,2573,39.41,13962,493018,62.39,13959,283264,35.85,14274,13955,1.77,968000,99,790237,1765681,1014,2100,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667970327,2022-11-08 23:05:27 -0600,1b6c4725cf9e59e40e1d6792336f8520d5b10b5b,20221108AR5626,live,81.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:03:58.001Z,1046,2573,40.65,13962,494132,62.4,13959,283723,35.83,14274,14011,1.77,968000,99,791866,1765681,1046,2105,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,20221108AR5626,live,81.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:04:59.402Z,894,2573,34.75,13962,494132,62.4,13959,283723,35.83,14274,14011,1.77,968000,99,791866,1765681,894,2105,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,20221108AR5626,live,85.36,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:14:56.948Z,1011,2573,39.29,13962,516457,62.5,13959,294772,35.67,14274,15080,1.82,968000,99,826309,1765681,1011,2196,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,20221108AR5626,live,85.36,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:16:23.120Z,1011,2573,39.29,13962,516457,62.5,13959,294772,35.67,14274,15080,1.82,968000,99,826309,1765681,1011,2196,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971169,2022-11-08 23:19:29 -0600,a70df26f7f471d11543c24ba2a2ee8ee294f6f1b,20221108AR5626,live,85.36,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:18:24.729Z,1015,2573,39.45,13962,516457,62.5,13959,294772,35.67,14274,15080,1.82,968000,99,826309,1765681,1015,2196,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,20221108AR5626,live,85.36,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:19:50.187Z,1015,2573,39.45,13962,516457,62.5,13959,294772,35.67,14274,15080,1.82,968000,99,826309,1765681,1015,2196,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971304,2022-11-08 23:21:44 -0600,1425fca56a9abad3e92162e44d8c52f320121f3e,20221108AR5626,live,85.36,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:20:22.221Z,931,2573,36.18,13962,516457,62.5,13959,294772,35.67,14274,15080,1.82,968000,99,826309,1765681,931,2196,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,20221108AR5626,live,85.36,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:21:52.072Z,931,2573,36.18,13962,516457,62.5,13959,294772,35.67,14274,15080,1.82,968000,99,826309,1765681,931,2196,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,20221108AR5626,live,85.36,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:24:40.552Z,931,2573,36.18,13962,516457,62.5,13959,294772,35.67,14274,15080,1.82,968000,99,826309,1765681,931,2196,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971657,2022-11-08 23:27:37 -0600,d29b633bc901fb24234e16251a717d43d2b1d6c1,20221108AR5626,live,85.53,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:26:38.291Z,923,2573,35.87,13962,517692,62.53,13959,295125,35.64,14274,15146,1.83,968000,99,827963,1765681,923,2201,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,20221108AR5626,live,85.53,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:27:23.926Z,807,2573,31.36,13962,517692,62.53,13959,295125,35.64,14274,15146,1.83,968000,99,827963,1765681,807,2201,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,20221108AR5626,live,85.93,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:35:28.495Z,821,2573,31.91,13962,520549,62.58,13959,295988,35.59,14274,15220,1.83,968000,99,831757,1765681,821,2211,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
1667972427,2022-11-08 23:40:27 -0600,ae4901446f849f3ab62f6a79323d475c59ad0832,20221108AR5626,live,85.93,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:38:51.635Z,821,2573,31.91,13962,520549,62.58,13959,295988,35.59,14274,15220,1.83,968000,99,831757,1765681,821,2211,X,2022-11-09T01:30:03.718Z,0.0,,,1.0
