captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.13959.first,candidates.13959.last,candidates.13959.party,candidates.13959.candidateID,candidates.13959.ballotOrder,candidates.13959.polID,candidates.13959.polNum,candidates.13959.electWon,candidates.13962.first,candidates.13962.last,candidates.13962.abbrv,candidates.13962.party,candidates.13962.candidateID,candidates.13962.ballotOrder,candidates.13962.polID,candidates.13962.polNum,candidates.13962.electWon,candidates.14274.first,candidates.14274.last,candidates.14274.abbrv,candidates.14274.party,candidates.14274.candidateID,candidates.14274.ballotOrder,candidates.14274.polID,candidates.14274.polNum,candidates.14274.electWon,candidates.13962.winnerDateTime
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,576651,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,612023,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,631131,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,649768,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667967767,2022-11-08 22:22:47 -0600,d2b302ebb94fe21871c9483192bb3df9a98f2ac1,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,668181,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,713107,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,790237,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,791866,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,827963,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,833998,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667973555,2022-11-08 23:59:15 -0600,574ef20eb007a0ff55ecd54e4003b61f517e06b5,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,842904,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,843662,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667975734,2022-11-09 00:35:34 -0600,416f9cd2c686176e63aeb1ee56cb9d01151b28ae,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,865734,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667975815,2022-11-09 00:36:55 -0600,bd9ec1a9bacd26e63399e24cdeba1aa1e9b2608a,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,871008,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667976507,2022-11-09 00:48:27 -0600,209b6e99763633b1f7b84bb7726e9e7d3ee0aee1,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,882749,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667978379,2022-11-09 01:19:39 -0600,1ca0ccd452c54c13f283ba7866676be76a65da06,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,882891,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667980881,2022-11-09 02:01:21 -0600,406718cabac07dd3ea87c3ec51d5a51a5b20435c,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,884858,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1667982557,2022-11-09 02:29:17 -0600,5e236ebaa7ca1e499bf98e18c0b29e2f61478c37,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,901050,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668013852,2022-11-09 11:10:52 -0600,5b03d2479cae36edb330a0b15975e2491ca134c4,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,899421,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668014643,2022-11-09 11:24:03 -0600,f5f86614da7b9c70e333016a9cf826d5cc8dc111,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,898920,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668014685,2022-11-09 11:24:45 -0600,a3e65157d5b2ac5a8aa497f19e5c76b7e485946a,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,899421,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668014726,2022-11-09 11:25:26 -0600,a32677c4e760138ae75c3352c8387e02c07ff2e9,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,968000,99,898920,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668026565,2022-11-09 14:42:45 -0600,a0d6698211597dc6c29a8069296fdd14896982e5,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,917265,99,898920,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668049648,2022-11-09 21:07:28 -0600,736260f6e394f103b7826e8324e88ca5d0899be2,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908000,99,898920,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668096771,2022-11-10 10:12:51 -0600,e640884ff58a303938c6979798d0524935f4a75f,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908000,99,899207,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668098673,2022-11-10 10:44:33 -0600,aa57ad6aa691fffe7e370f5dc6b7aeea8579c187,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908000,99,899398,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668100143,2022-11-10 11:09:03 -0600,891ed0b62ceeec7dc999d4c825d55728ebff0003,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908000,99,899899,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668125915,2022-11-10 18:18:35 -0600,2afef8e7ccb7308abeeb3501e95851c2bbf1799e,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908989,99,899899,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668175678,2022-11-11 08:07:58 -0600,58ddf5eab26f589a94fea00e3f1239806a59ca72,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908989,99,902064,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668435914,2022-11-14 08:25:14 -0600,309ed4d78ac5babded25759b24109c2ad828968b,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908989,99,902061,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668523791,2022-11-15 08:49:51 -0600,a42fbda73e0f6fb9175e14b68207bdddfef199ed,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908989,99,902202,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668541285,2022-11-15 13:41:25 -0600,b48ca172cc0e6c4751c006cf329d367ddd1367ed,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908989,99,902223,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
1668612652,2022-11-16 09:30:52 -0600,33e07faea63f3a77a8b7b2b5080fb0824357420d,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,G,Governor,Asa,Hutchinson,HutchiA,GOP,12182,5956,8195,True,True,True,908989,99,902283,1765681,True,20221108AR5626,2022-11-08,AR,Chris,Jones,Dem,13959,3,70529,8603,0,Sarah,Huckabee Sanders,HckbSnd,GOP,13962,2,70516,8902,0,Ricky,Harrington,Harrngtn,Lib,14274,1,69521,8726,0,2022-11-09T01:30:03.718Z
