captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51723.first,candidates.51723.last,candidates.51723.abbrv,candidates.51723.party,candidates.51723.incumbent,candidates.51723.candidateID,candidates.51723.polID,candidates.51723.ballotOrder,candidates.51723.polNum,candidates.51723.electWon,candidates.51917.first,candidates.51917.last,candidates.51917.party,candidates.51917.candidateID,candidates.51917.polID,candidates.51917.ballotOrder,candidates.51917.polNum,candidates.51917.electWon,candidates.51723.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,VA-20221108_Eday62,47,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,361903,99,0,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,VA-20221108_Eday80,47,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,0,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,210,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,3522,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,16286,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,16337,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,43393,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,85178,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,111840,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,119821,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,321424,99,120761,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,283765,99,196916,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,283765,99,195135,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,283765,99,196916,878604,True,20221108VA47013,2022-11-08,VA,51723,Abigail,Spanberger,Spanbrgr,Dem,True,51723,66937,1,49520,0,Yesli,Vega,GOP,51917,70903,2,49646,0,
