captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108FL10025,live,0.0,FL,Florida,10,1,2022-11-08T23:00:00.000Z,state,0,2022-11-07T03:02:44.634Z,0,145,0.0,23224,0,0.0,23235,0,0.0,23721,0,0.0,23722,0,0.0,240908,99,0,714995,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108FL10025,live,0.0,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T21:05:43.879Z,0,145,0.0,23224,0,0.0,23235,0,0.0,23721,0,0.0,23722,0,0.0,259004,99,0,714995,0,0,,,
1667952254,2022-11-09 00:04:14 +0000,01f078a675119f6cdf4e095b5cc2a41189aff91c,20221108FL10025,live,0.0,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T23:55:48.522Z,0,145,0.0,23224,0,0.0,23235,0,0.0,23721,0,0.0,23722,0,0.0,204904,99,0,714995,0,0,,,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,20221108FL10025,live,0.0,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:01:18.804Z,0,145,0.0,23224,0,0.0,23235,0,0.0,23721,0,0.0,23722,0,0.0,204904,99,0,714995,0,0,,,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,20221108FL10025,live,60.39,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:20:31.888Z,0,145,0.0,23224,76666,61.96,23235,45336,36.64,23721,1108,0.9,23722,622,0.5,204904,99,123732,714995,0,88,0.0,,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,20221108FL10025,live,86.74,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:28:59.419Z,117,145,80.69,23224,105259,59.22,23235,69770,39.26,23721,1741,0.98,23722,961,0.54,204904,99,177731,714995,117,126,0.0,,
1667954328,2022-11-09 00:38:48 +0000,bfe97281aaab58d7c74edee2f505906bcc18daea,20221108FL10025,live,92.29,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:33:35.238Z,117,145,80.69,23224,105259,59.22,23235,69770,39.26,23721,1741,0.98,23722,961,0.54,192580,99,177731,714995,117,134,0.0,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108FL10025,live,92.29,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:38:46.708Z,117,145,80.69,23224,105259,59.22,23235,69770,39.26,23721,1741,0.98,23722,961,0.54,192580,99,177731,714995,117,134,0.0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108FL10025,live,92.29,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:42:47.871Z,117,145,80.69,23224,105259,59.22,23235,69770,39.26,23721,1741,0.98,23722,961,0.54,192580,99,177731,714995,117,134,0.0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108FL10025,live,92.29,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:05:46.289Z,117,145,80.69,23224,105259,59.22,23235,69770,39.26,23721,1741,0.98,23722,961,0.54,192580,99,177731,714995,117,134,0.0,X,2022-11-09T00:28:52.119Z
