captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.10529.first,candidates.10529.last,candidates.10529.incumbent,candidates.10529.party,candidates.10529.candidateID,candidates.10529.ballotOrder,candidates.10529.polID,candidates.10529.polNum,candidates.10529.electWon,candidates.10557.first,candidates.10557.last,candidates.10557.party,candidates.10557.candidateID,candidates.10557.ballotOrder,candidates.10557.polID,candidates.10557.polNum,candidates.10557.electWon,candidates.10529.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,AZ-20221108_Eday64,3,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,302993,99,0,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,AZ-20221108_Eday80,3,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,273442,99,0,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,273442,99,11719,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,273442,99,23832,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,273442,99,93112,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,273442,99,93211,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,273442,99,94271,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,273442,99,94670,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,,
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,AZ-20221108_Eday80,3,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,265766,99,94670,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,2022-11-09T04:45:26.252Z,
1667972072,2022-11-08 23:34:32 -0600,5f08375f0416ad308fd9009cb811eb22d16c43e4,AZ-20221108_Eday80,3,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,265766,99,96272,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,2022-11-09T04:45:26.252Z,
1667972854,2022-11-08 23:47:34 -0600,4c493d7ad5df619297ee4ec86e6725cbd0fcac02,AZ-20221108_Eday80,3,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,265763,99,97384,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,2022-11-09T04:45:26.252Z,
1667973964,2022-11-09 00:06:04 -0600,9272ebff43a029380ebf987d0a9fa080674e7e91,AZ-20221108_Eday80,3,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,265622,99,97419,1030893,True,20221108AZ3920,2022-11-08,AZ,10529,Raul,Grijalva,True,Dem,10529,1,1131,4343,0,Luis,Pozzolo,GOP,10557,2,70983,6246,0,2022-11-09T04:45:26.252Z,
