captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,numRunoff,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.22499.first,candidates.22499.last,candidates.22499.party,candidates.22499.incumbent,candidates.22499.candidateID,candidates.22499.polID,candidates.22499.ballotOrder,candidates.22499.polNum,candidates.22499.electWon,candidates.22554.first,candidates.22554.last,candidates.22554.party,candidates.22554.candidateID,candidates.22554.polID,candidates.22554.ballotOrder,candidates.22554.polNum,candidates.22554.electWon,candidates.23069.first,candidates.23069.last,candidates.23069.party,candidates.23069.candidateID,candidates.23069.polID,candidates.23069.ballotOrder,candidates.23069.polNum,candidates.23069.electWon,candidates.22499.winnerDateTime,candidates.22554.winnerDateTime,isCertified
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,1924586,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,1720035,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2059727,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2176573,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2515355,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2176573,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2699262,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2738396,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2733151,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2871650,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3029379,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,2964534,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3094538,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3125387,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3170677,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3222403,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3338553,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3380185,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3387292,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4700000,99,3507811,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3517142,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3584620,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3587680,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3589150,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3622634,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3706502,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3622634,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3688285,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667970723,2022-11-08 23:12:03 -0600,c9be1e43f4fd7fd7004c00409f7a589f170f0784,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3706502,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,4185973,99,3732622,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667972473,2022-11-08 23:41:13 -0600,a29b2b07dc776af5545ee4ec64ead9d5ba96e873,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3796427,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3818641,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3796427,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667973248,2022-11-08 23:54:08 -0600,fb954f3a0e354e923f1bd778e51927737d2c1332,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3818641,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667973466,2022-11-08 23:57:46 -0600,99efdc0f1ed1d3ebdb4c01c2b3affc8219305bc0,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3823614,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3841886,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667974988,2022-11-09 00:23:08 -0600,5d6616b419546bd84ca0c06ee5a7a5389ea5fc67,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3855208,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
1667975898,2022-11-09 00:38:18 -0600,7609424c163438fd3cafbbf7ed6226754e52c1bd,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Raphael,Warnock,Dem,22499,69478,15940,True,True,True,2,3998912,99,3893308,7054135,True,20221108GA12588,2022-11-08,GA,22499,Raphael,Warnock,Dem,True,22499,69478,2,15940,0,Herschel,Walker,GOP,22554,70374,1,15960,0,Chase,Oliver,Lib,23069,69459,3,16263,0,,,
