captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108IN15017,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-07T16:43:11.741Z,0,577,0.0,22552,0,0.0,22762,0,0.0,22804,0,0.0,191485,99,0,957880,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108IN15017,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T21:28:48.047Z,0,577,0.0,22552,0,0.0,22762,0,0.0,22804,0,0.0,191485,99,0,957880,0,0,,,,
1667949299,2022-11-08 23:14:59 +0000,b334f05b75bafb94958f7797e615fb57e746d9de,20221108IN15017,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T23:10:36.674Z,0,577,0.0,22552,0,0.0,22762,0,0.0,22804,0,0.0,191485,99,0,957880,0,0,,,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,20221108IN15017,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T23:29:44.531Z,0,577,0.0,22552,0,0.0,22762,0,0.0,22804,0,0.0,191485,99,0,957880,0,0,,,,
1667950634,2022-11-08 23:37:14 +0000,ecdc17be694dba1a9d92600c132ccefe80ac0642,20221108IN15017,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T23:31:06.787Z,0,577,0.0,22552,0,0.0,22762,0,0.0,22804,0,0.0,191485,99,0,957880,0,0,,,,
1667952254,2022-11-09 00:04:14 +0000,01f078a675119f6cdf4e095b5cc2a41189aff91c,20221108IN15017,live,2.14,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T23:59:00.793Z,0,577,0.0,22804,2911,71.07,22552,1081,26.39,22762,104,2.54,191485,99,4096,957880,0,12,0.0,,,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,20221108IN15017,live,2.14,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:03:45.593Z,0,577,0.0,22804,2911,71.07,22552,1081,26.39,22762,104,2.54,191485,99,4096,957880,0,12,0.0,,,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,20221108IN15017,live,2.14,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:07:27.868Z,0,577,0.0,22804,2911,71.07,22552,1081,26.39,22762,104,2.54,191485,99,4096,957880,0,12,0.0,,,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,20221108IN15017,live,4.99,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:25:07.882Z,0,577,0.0,22804,6969,72.89,22552,2299,24.05,22762,293,3.06,191485,99,9561,957880,0,29,0.0,,,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,20221108IN15017,live,4.99,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:30:02.068Z,0,577,0.0,22804,6969,72.89,22552,2299,24.05,22762,293,3.06,191485,99,9561,957880,0,29,0.0,,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108IN15017,live,6.83,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:43:14.997Z,0,577,0.0,22804,9770,74.76,22552,2848,21.79,22762,451,3.45,191485,99,13069,957880,0,39,0.0,,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,20221108IN15017,live,6.83,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:47:57.034Z,0,577,0.0,22804,9770,74.76,22552,2848,21.79,22762,451,3.45,191485,99,13069,957880,0,39,0.0,,,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,20221108IN15017,live,8.6,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:52:54.082Z,0,577,0.0,22804,12485,75.81,22552,3366,20.44,22762,617,3.75,191485,99,16468,957880,0,50,0.0,,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108IN15017,live,8.6,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T01:06:33.574Z,0,577,0.0,22804,12485,75.81,22552,3366,20.44,22762,617,3.75,191485,99,16468,957880,0,50,0.0,,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108IN15017,live,9.83,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T01:07:52.909Z,0,577,0.0,22804,13678,72.7,22552,4474,23.78,22762,662,3.52,191485,99,18814,957880,0,57,0.0,,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108IN15017,live,14.24,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T01:16:47.382Z,24,577,4.16,22804,20088,73.67,22552,6182,22.67,22762,996,3.65,191485,99,27266,957880,24,82,0.0,,,
