captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.48048.first,candidates.48048.last,candidates.48048.party,candidates.48048.incumbent,candidates.48048.candidateID,candidates.48048.polID,candidates.48048.ballotOrder,candidates.48048.polNum,candidates.48048.electWon,candidates.49617.first,candidates.49617.last,candidates.49617.party,candidates.49617.candidateID,candidates.49617.polID,candidates.49617.ballotOrder,candidates.49617.polNum,candidates.49617.electWon,candidates.48048.winnerDateTime
1668027853,2022-11-09 15:04:13 -0600,2c247452c79b04953266c6191125d7c5864ad770,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1900000,99,1685573,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668042928,2022-11-09 19:15:28 -0600,5e00af970d8de024aaea936ace563c1f04bf1cad,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1900000,99,1686070,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668093906,2022-11-10 09:25:06 -0600,48930793a42c8121ade3430ac348b64d2d9352b1,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1774811,99,1686070,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668098377,2022-11-10 10:39:37 -0600,9d62417884192da7a6364a83c72f22acc5a4f886,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1688955,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668112401,2022-11-10 14:33:21 -0600,841c964557329dcbc7e00254eaed4ba11cd65db9,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1688981,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668180863,2022-11-11 09:34:23 -0600,c7da835cd3d38210a82df4640a250364a01fba30,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1689009,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668182480,2022-11-11 10:01:20 -0600,33209325a63f96d5dfdbffb17591f937230dd20d,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1689015,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668183352,2022-11-11 10:15:52 -0600,a2d8a11e3123c236f36f07b7b9fd7472f9dd28cd,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1689027,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668185947,2022-11-11 10:59:07 -0600,4116f571faadf35b2f99bfe45ee224ce31327b63,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1689218,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668186727,2022-11-11 11:12:07 -0600,96afc968814e3ce2f220e49d0861cd19dddcd716,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1689245,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
1668187558,2022-11-11 11:25:58 -0600,b064b64bd1be9865510ff7ba0f4770c5ed0ac107,SC-20221108_Eday80,41,General,G,Active Tabulation,Called,S,U.S. Senate,Tim,Scott,GOP,48048,60345,43498,True,True,True,1706015,99,1689333,2850000,True,20221108SC41849,2022-11-08,SC,48048,Tim,Scott,GOP,True,48048,60345,2,43498,0,Krystle,Matthews,Dem,49617,70911,1,44559,0,2022-11-09T00:00:02.636Z
