captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.27816.first,candidates.27816.last,candidates.27816.incumbent,candidates.27816.party,candidates.27816.candidateID,candidates.27816.ballotOrder,candidates.27816.polID,candidates.27816.polNum,candidates.27816.electWon,candidates.29242.first,candidates.29242.last,candidates.29242.party,candidates.29242.candidateID,candidates.29242.ballotOrder,candidates.29242.polID,candidates.29242.polNum,candidates.29242.electWon,candidates.29590.first,candidates.29590.last,candidates.29590.party,candidates.29590.candidateID,candidates.29590.ballotOrder,candidates.29590.polID,candidates.29590.polNum,candidates.29590.electWon,candidates.27816.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday80,14,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,0,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,IL-20221108_Eday80,14,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,0,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,6090,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,25470,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,11577,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,25470,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,40518,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,42949,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,40518,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,42949,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,188745,99,91363,704415,True,20221108IL15993,2022-11-08,IL,27816,Chuy,Garcia,True,Dem,27816,2,16407,21600,0,James,Falakos,GOP,29242,1,71077,23017,0,Edward,Hershey,WCP,29590,3,71704,21658,0,
