captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.49464.first,candidates.49464.last,candidates.49464.party,candidates.49464.candidateID,candidates.49464.polID,candidates.49464.ballotOrder,candidates.49464.polNum,candidates.49464.electWon,candidates.49470.first,candidates.49470.last,candidates.49470.party,candidates.49470.candidateID,candidates.49470.polID,candidates.49470.ballotOrder,candidates.49470.polNum,candidates.49470.electWon,candidates.49470.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,SC-20221108_Eday62,41,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,291489,99,0,833846,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,SC-20221108_Eday80,41,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,0,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,SC-20221108_Eday80,41,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,0,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,SC-20221108_Eday80,41,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,0,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,SC-20221108_Eday80,41,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,0,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,234,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,11200,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,22307,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,26863,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,38398,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,37736,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,43623,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,50473,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,84874,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,85466,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,SC-20221108_Eday80,41,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,261613,99,84874,826619,True,20221108SC41908,2022-11-08,SC,Daryl,Scott,Dem,49464,70926,1,44932,0,Russell,Fry,GOP,49470,70931,2,44361,0,
