captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MA,25005,2,2022-11-09T00:00:00.000Z,FIPSCode,25005,0,2022-11-07T03:15:14.445Z,0,0,109,0,35089,0,0,161607,99,0,267003,0,0
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,MA,25005,2,2022-11-09T01:00:00.000Z,FIPSCode,25005,0,2022-11-09T01:01:37.439Z,0,0,109,0,35089,0,0,161607,99,0,267003,0,0
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,MA,25005,2,2022-11-09T01:00:00.000Z,FIPSCode,25005,0,2022-11-09T01:01:37.439Z,0,0,109,0,35089,0,0,161607,99,0,267003,0,0
