captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.35089.first,candidates.35089.last,candidates.35089.abbrv,candidates.35089.party,candidates.35089.incumbent,candidates.35089.candidateID,candidates.35089.polID,candidates.35089.ballotOrder,candidates.35089.polNum,candidates.35089.electWon,candidates.35089.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MA-20221108_Eday62,22,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 4,4,374758,99,0,926834,True,20221108MA22950,2022-11-08,MA,35089,Jake,Auchincloss,Achnclss,Dem,True,35089,69114,1,28020,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,MA-20221108_Eday80,22,General,G,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 4,4,374758,99,0,926834,True,20221108MA22950,2022-11-08,MA,35089,Jake,Auchincloss,Achnclss,Dem,True,35089,69114,1,28020,0,2022-11-09T01:01:36.009Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 4,4,374758,99,0,926834,True,20221108MA22950,2022-11-08,MA,35089,Jake,Auchincloss,Achnclss,Dem,True,35089,69114,1,28020,0,2022-11-09T01:01:36.009Z
