captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.colorIndex,candidates.2.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108AR5103,live,0.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-07T22:52:30.502Z,0,2573,0.0,11958,0,0.0,13951,0,0.0,14273,0,0.0,968000,99,0,1765681,0,0,,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108AR5103,live,0.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-08T20:50:13.679Z,0,2573,0.0,11958,0,0.0,13951,0,0.0,14273,0,0.0,968000,99,0,1765681,0,0,,,,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,20221108AR5103,live,0.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-08T23:15:13.655Z,0,2573,0.0,11958,0,0.0,13951,0,0.0,14273,0,0.0,968000,99,0,1765681,0,0,,,,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108AR5103,live,0.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T00:42:38.613Z,0,2573,0.0,11958,0,0.0,13951,0,0.0,14273,0,0.0,968000,99,0,1765681,0,0,,,,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108AR5103,live,0.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:30:05.075Z,0,2573,0.0,11958,0,0.0,13951,0,0.0,14273,0,0.0,968000,99,0,1765681,0,0,X,2022-11-09T01:30:03.718Z,0.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108AR5103,live,0.0,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:31:46.843Z,0,2573,0.0,11958,0,0.0,13951,0,0.0,14273,0,0.0,968000,99,0,1765681,0,0,X,2022-11-09T01:30:03.718Z,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108AR5103,live,0.24,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:39:09.854Z,0,2573,0.0,11958,1607,69.99,13951,640,27.87,14273,49,2.13,968000,99,2296,1765681,0,6,X,2022-11-09T01:30:03.718Z,0.0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108AR5103,live,0.83,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:42:28.280Z,0,2573,0.0,11958,6071,75.41,13951,1768,21.96,14273,212,2.63,968000,99,8051,1765681,0,21,X,2022-11-09T01:30:03.718Z,0.0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108AR5103,live,2.85,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:46:36.743Z,0,2573,0.0,11958,21497,78.02,13951,5305,19.25,14273,751,2.73,968000,99,27553,1765681,0,73,X,2022-11-09T01:30:03.718Z,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108AR5103,live,3.51,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:52:16.207Z,0,2573,0.0,11958,25175,74.01,13951,7972,23.44,14273,867,2.55,968000,99,34014,1765681,0,90,X,2022-11-09T01:30:03.718Z,0.0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108AR5103,live,11.54,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T01:57:10.095Z,2,2573,0.08,11958,58754,52.6,13951,50479,45.19,14273,2472,2.21,968000,99,111705,1765681,2,297,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108AR5103,live,14.51,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:02:00.823Z,2,2573,0.08,11958,79118,56.34,13951,57934,41.26,14273,3368,2.4,968000,99,140420,1765681,2,373,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108AR5103,live,15.21,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:04:27.470Z,2,2573,0.08,11958,84558,57.45,13951,59055,40.12,14273,3583,2.43,968000,99,147196,1765681,2,391,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108AR5103,live,17.33,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:11:29.105Z,2,2573,0.08,11958,99033,59.02,13951,64561,38.48,14273,4189,2.5,968000,99,167783,1765681,2,446,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108AR5103,live,17.86,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:15:43.997Z,2,2573,0.08,11958,102906,59.52,13951,65636,37.97,14273,4338,2.51,968000,99,172880,1765681,2,460,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108AR5103,live,21.4,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:21:31.225Z,2,2573,0.08,11958,110255,53.23,13951,75905,36.65,14273,20974,10.13,968000,99,207134,1765681,2,551,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108AR5103,live,24.7,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:26:36.776Z,7,2573,0.27,11958,131307,54.91,13951,85774,35.87,14273,22053,9.22,968000,99,239134,1765681,7,636,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108AR5103,live,24.75,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:30:38.916Z,12,2573,0.47,11958,131664,54.97,13951,85812,35.82,14273,22063,9.21,968000,99,239539,1765681,12,637,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108AR5103,live,26.67,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:35:24.411Z,37,2573,1.44,11958,145205,56.24,13951,90324,34.98,14273,22667,8.78,968000,99,258196,1765681,37,686,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108AR5103,live,26.67,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:37:04.599Z,37,2573,1.44,11958,145205,56.24,13951,90324,34.98,14273,22667,8.78,968000,99,258196,1765681,37,686,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108AR5103,live,26.88,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:44:07.762Z,96,2573,3.73,11958,146820,56.43,13951,90621,34.83,14273,22735,8.74,968000,99,260176,1765681,96,692,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108AR5103,live,35.93,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:50:29.951Z,145,2573,5.64,11958,204000,58.66,13951,118277,34.01,14273,25511,7.34,968000,99,347788,1765681,145,924,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108AR5103,live,37.56,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:54:37.300Z,149,2573,5.79,11958,216651,59.58,13951,120819,33.23,14273,26146,7.19,968000,99,363616,1765681,149,967,X,2022-11-09T01:30:03.718Z,0.0,1.0,2.0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108AR5103,live,40.44,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T02:58:32.355Z,144,2573,5.6,11958,249037,63.62,13951,131023,33.47,14273,11415,2.92,968000,99,391475,1765681,144,1041,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108AR5103,live,44.86,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:00:49.178Z,144,2573,5.6,11958,271480,62.52,13951,150381,34.63,14273,12400,2.86,968000,99,434261,1765681,144,1154,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108AR5103,live,48.39,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:09:31.380Z,238,2573,9.25,11958,295753,63.14,13951,159372,34.02,14273,13303,2.84,968000,99,468428,1765681,238,1245,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108AR5103,live,51.06,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:12:35.667Z,321,2573,12.48,11958,313796,63.49,13951,166207,33.63,14273,14212,2.88,968000,99,494215,1765681,321,1314,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108AR5103,live,54.13,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:18:38.763Z,354,2573,13.76,11958,336744,64.26,13951,171921,32.81,14273,15351,2.93,968000,99,524016,1765681,354,1393,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108AR5103,live,55.24,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:24:08.786Z,451,2573,17.53,11958,345471,64.61,13951,173470,32.44,14273,15762,2.95,968000,99,534703,1765681,451,1421,X,2022-11-09T01:30:03.718Z,0.0,1.0,
