captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.colorIndex,candidates.2.colorIndex
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108AR5103,live,56.68,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:28:57.043Z,492,2573,19.12,11958,356061,64.89,13951,176439,32.16,14273,16208,2.95,968000,99,548708,1765681,492,1458,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108AR5103,live,57.09,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:31:58.721Z,496,2573,19.28,11958,357858,64.75,13951,178457,32.29,14273,16327,2.95,968000,99,552642,1765681,496,1469,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108AR5103,live,59.91,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:42:34.618Z,518,2573,20.13,11958,375623,64.77,13951,187003,32.25,14273,17263,2.98,968000,99,579889,1765681,518,1541,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108AR5103,live,62.51,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T03:49:06.026Z,571,2573,22.19,11958,394959,65.27,13951,192159,31.76,14273,17963,2.97,968000,99,605081,1765681,571,1608,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108AR5103,live,66.37,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:00:51.459Z,627,2573,24.37,11958,420481,65.45,13951,202821,31.57,14273,19164,2.98,968000,99,642466,1765681,627,1708,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108AR5103,live,66.37,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:05:31.866Z,627,2573,24.37,11958,420481,65.45,13951,202821,31.57,14273,19164,2.98,968000,99,642466,1765681,627,1708,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108AR5103,live,68.25,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:13:40.524Z,634,2573,24.64,11958,434813,65.82,13951,206052,31.19,14273,19758,2.99,968000,99,660623,1765681,634,1756,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,20221108AR5103,live,68.25,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:21:35.896Z,634,2573,24.64,11958,434813,65.82,13951,206052,31.19,14273,19758,2.99,968000,99,660623,1765681,634,1756,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,20221108AR5103,live,68.25,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:30:44.675Z,634,2573,24.64,11958,434813,65.82,13951,206052,31.19,14273,19758,2.99,968000,99,660623,1765681,634,1756,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,20221108AR5103,live,68.25,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:34:22.104Z,634,2573,24.64,11958,434813,65.82,13951,206052,31.19,14273,19758,2.99,968000,99,660623,1765681,634,1756,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,20221108AR5103,live,69.39,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:35:38.089Z,665,2573,25.85,11958,443639,66.04,13951,207818,30.94,14273,20267,3.02,968000,99,671724,1765681,665,1785,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,20221108AR5103,live,69.39,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:37:17.955Z,665,2573,25.85,11958,443639,66.04,13951,207818,30.94,14273,20267,3.02,968000,99,671724,1765681,665,1785,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,20221108AR5103,live,72.87,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:38:29.182Z,895,2573,34.78,11958,463111,65.66,13951,220646,31.28,14273,21577,3.06,968000,99,705334,1765681,895,1875,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,20221108AR5103,live,72.87,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:40:41.656Z,895,2573,34.78,11958,463111,65.66,13951,220646,31.28,14273,21577,3.06,968000,99,705334,1765681,895,1875,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,20221108AR5103,live,73.19,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:47:26.723Z,949,2573,36.88,11958,465718,65.73,13951,221078,31.2,14273,21724,3.07,968000,99,708520,1765681,949,1883,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,20221108AR5103,live,74.99,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:50:42.561Z,991,2573,38.52,11958,477892,65.84,13951,225520,31.07,14273,22473,3.1,968000,99,725885,1765681,991,1929,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,20221108AR5103,live,74.99,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:50:42.561Z,991,2573,38.52,11958,477892,65.84,13951,225520,31.07,14273,22473,3.1,968000,99,725885,1765681,991,1929,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,20221108AR5103,live,78.43,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:52:50.602Z,982,2573,38.17,11958,492359,64.85,13951,243370,32.05,14273,23515,3.1,968000,99,759244,1765681,982,2018,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,20221108AR5103,live,78.43,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:54:00.731Z,982,2573,38.17,11958,492359,64.85,13951,243370,32.05,14273,23515,3.1,968000,99,759244,1765681,982,2018,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,20221108AR5103,live,79.89,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T04:56:47.498Z,1026,2573,39.88,11958,502961,65.04,13951,246348,31.86,14273,23998,3.1,968000,99,773307,1765681,1026,2055,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667970071,2022-11-08 23:01:11 -0600,dbae837cbbaf1f3aaf9390e6aaa3521af778ad97,20221108AR5103,live,80.76,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:00:06.281Z,1042,2573,40.5,11958,508381,65.03,13951,249203,31.88,14273,24192,3.09,968000,99,781776,1765681,1042,2078,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,20221108AR5103,live,80.76,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:00:18.205Z,1042,2573,40.5,11958,508381,65.03,13951,249203,31.88,14273,24192,3.09,968000,99,781776,1765681,1042,2078,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,20221108AR5103,live,80.76,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:01:09.604Z,1054,2573,40.96,11958,508381,65.03,13951,249203,31.88,14273,24192,3.09,968000,99,781776,1765681,1054,2078,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667970327,2022-11-08 23:05:27 -0600,1b6c4725cf9e59e40e1d6792336f8520d5b10b5b,20221108AR5103,live,80.93,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:04:30.758Z,884,2573,34.36,11958,509593,65.05,13951,249537,31.85,14273,24275,3.1,968000,99,783405,1765681,884,2082,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,20221108AR5103,live,80.93,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:04:30.758Z,884,2573,34.36,11958,509593,65.05,13951,249537,31.85,14273,24275,3.1,968000,99,783405,1765681,884,2082,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667970415,2022-11-08 23:06:55 -0600,f1d4e9736f94ffa7aa7ebd5da07699c9a419c5df,20221108AR5103,live,80.93,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:05:10.693Z,884,2573,34.36,11958,509593,65.05,13951,249537,31.85,14273,24275,3.1,968000,99,783405,1765681,884,2082,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,20221108AR5103,live,80.93,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:08:15.399Z,884,2573,34.36,11958,509593,65.05,13951,249537,31.85,14273,24275,3.1,968000,99,783405,1765681,884,2082,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,20221108AR5103,live,84.48,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:14:56.755Z,1001,2573,38.9,11958,532870,65.16,13951,258941,31.67,14273,25922,3.17,968000,99,817733,1765681,1001,2174,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,20221108AR5103,live,84.48,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:16:22.977Z,1001,2573,38.9,11958,532870,65.16,13951,258941,31.67,14273,25922,3.17,968000,99,817733,1765681,1001,2174,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,20221108AR5103,live,84.48,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:17:24.031Z,1001,2573,38.9,11958,532870,65.16,13951,258941,31.67,14273,25922,3.17,968000,99,817733,1765681,1001,2174,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971169,2022-11-08 23:19:29 -0600,a70df26f7f471d11543c24ba2a2ee8ee294f6f1b,20221108AR5103,live,84.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:18:24.500Z,1005,2573,39.06,11958,536040,65.3,13951,258941,31.54,14273,25922,3.16,968000,99,820903,1765681,1005,2182,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,20221108AR5103,live,84.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:19:50.053Z,1005,2573,39.06,11958,536040,65.3,13951,258941,31.54,14273,25922,3.16,968000,99,820903,1765681,1005,2182,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971304,2022-11-08 23:21:44 -0600,1425fca56a9abad3e92162e44d8c52f320121f3e,20221108AR5103,live,84.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:20:21.983Z,921,2573,35.79,11958,536040,65.3,13951,258941,31.54,14273,25922,3.16,968000,99,820903,1765681,921,2182,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,20221108AR5103,live,84.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:24:40.186Z,921,2573,35.79,11958,536040,65.3,13951,258941,31.54,14273,25922,3.16,968000,99,820903,1765681,921,2182,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,20221108AR5103,live,84.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:25:58.349Z,921,2573,35.79,11958,536040,65.3,13951,258941,31.54,14273,25922,3.16,968000,99,820903,1765681,921,2182,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971657,2022-11-08 23:27:37 -0600,d29b633bc901fb24234e16251a717d43d2b1d6c1,20221108AR5103,live,84.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:26:38.119Z,909,2573,35.33,11958,536040,65.3,13951,258941,31.54,14273,25922,3.16,968000,99,820903,1765681,909,2182,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,20221108AR5103,live,84.8,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:27:23.809Z,793,2573,30.82,11958,536040,65.3,13951,258941,31.54,14273,25922,3.16,968000,99,820903,1765681,793,2182,X,2022-11-09T01:30:03.718Z,0.0,1.0,
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,20221108AR5103,live,85.19,AR,Arkansas,4,1,2022-11-09T01:30:00.000Z,state,0,2022-11-09T05:35:28.370Z,807,2573,31.36,11958,538943,65.35,13951,259645,31.48,14273,26083,3.16,968000,99,824671,1765681,807,2192,X,2022-11-09T01:30:03.718Z,0.0,1.0,
