captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.11958.first,candidates.11958.last,candidates.11958.incumbent,candidates.11958.party,candidates.11958.candidateID,candidates.11958.ballotOrder,candidates.11958.polID,candidates.11958.polNum,candidates.11958.electWon,candidates.13951.first,candidates.13951.last,candidates.13951.party,candidates.13951.candidateID,candidates.13951.ballotOrder,candidates.13951.polID,candidates.13951.polNum,candidates.13951.electWon,candidates.14273.first,candidates.14273.last,candidates.14273.party,candidates.14273.candidateID,candidates.14273.ballotOrder,candidates.14273.polID,candidates.14273.polNum,candidates.14273.electWon,candidates.11958.winnerDateTime,isCertified
1667981563,2022-11-09 02:12:43 -0600,1a72bb9afe5de6d72d064bda241592377cc63fb1,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,879213,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667983190,2022-11-09 02:39:50 -0600,33d66fac29e7b6dbaed9d0c4d2c158e412e07a74,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,895383,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668013976,2022-11-09 11:12:56 -0600,f0e992483c3e53e2ad91fa7321fce75f638e9cd5,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,893754,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668014809,2022-11-09 11:26:49 -0600,fffdf43f0b6fc755d70750f983e80a24f6b5fc65,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,893251,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668026565,2022-11-09 14:42:45 -0600,a0d6698211597dc6c29a8069296fdd14896982e5,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,911481,99,893251,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668049429,2022-11-09 21:03:49 -0600,df51c80d820e365c9ccb9068d4ba4da256edce71,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,902274,99,893251,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668096687,2022-11-10 10:11:27 -0600,d8b1a8d2330111cffa7cea2cf15999a546ac8ba8,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,902274,99,893532,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668098545,2022-11-10 10:42:25 -0600,0fcb12cd7019808ec9c085314990f97be4a8fdf4,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,902274,99,893722,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668100143,2022-11-10 11:09:03 -0600,891ed0b62ceeec7dc999d4c825d55728ebff0003,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,902274,99,894225,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668125957,2022-11-10 18:19:17 -0600,811717e04c4da9729e417f14f2f0b2526ad81af7,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,903258,99,894225,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668176201,2022-11-11 08:16:41 -0600,337ebcff354a65917b552ae1e6f5125b5b45957c,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,903258,99,896384,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668523791,2022-11-15 08:49:51 -0600,a42fbda73e0f6fb9175e14b68207bdddfef199ed,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,903258,99,896527,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668541285,2022-11-15 13:41:25 -0600,b48ca172cc0e6c4751c006cf329d367ddd1367ed,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,903258,99,896548,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668612652,2022-11-16 09:30:52 -0600,33e07faea63f3a77a8b7b2b5080fb0824357420d,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,903258,99,896607,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668701879,2022-11-17 10:17:59 -0600,b1be77ed8943de11a039ef20b0e53d892919fad4,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,55582,100,896607,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1668702801,2022-11-17 10:33:21 -0600,c6f3907fc8622daed6d007c9d629f7afaa143ff8,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,905664,100,896607,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1669761681,2022-11-29 16:41:21 -0600,7435acfa53d8f2113d6af0b8ec58a05739e3dc1f,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,905664,100,896607,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,False
1669848561,2022-11-30 16:49:21 -0600,9e17746b7b6a4b48e810a183bb0da5ddbead3d25,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,901302,100,898951,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,False
