captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.11958.first,candidates.11958.last,candidates.11958.incumbent,candidates.11958.party,candidates.11958.candidateID,candidates.11958.ballotOrder,candidates.11958.polID,candidates.11958.polNum,candidates.11958.electWon,candidates.13951.first,candidates.13951.last,candidates.13951.party,candidates.13951.candidateID,candidates.13951.ballotOrder,candidates.13951.polID,candidates.13951.polNum,candidates.13951.electWon,candidates.14273.first,candidates.14273.last,candidates.14273.party,candidates.14273.candidateID,candidates.14273.ballotOrder,candidates.14273.polID,candidates.14273.polNum,candidates.14273.electWon,candidates.11958.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,AR-20221108_Eday80,4,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,0,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,2296,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,8051,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,2296,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,8051,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,111705,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,140420,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,167783,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,236301,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,239134,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,239539,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,260176,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,258508,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,382149,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,390439,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,494215,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,535337,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,579889,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,624081,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,642466,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,660623,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,705334,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667969768,2022-11-08 22:56:08 -0600,13751e5ba6ec1b0e3bf8ed4bdd82f9ad01fec7e2,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,759244,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,783405,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,820903,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667971438,2022-11-08 23:23:58 -0600,d5ddddc05986f343066e92d34cfda0b6971066eb,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,783405,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,820903,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667973028,2022-11-08 23:50:28 -0600,a3d91b8cb9f4b51cad939bdf33c45f8678401177,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,828980,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,838222,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667975484,2022-11-09 00:31:24 -0600,81d3631081e4e7b24b990567f86cc67079a95e6c,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,865507,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667976346,2022-11-09 00:45:46 -0600,b9be9344301c155fbb38561b225d36627ab71bd2,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,877139,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
1667978096,2022-11-09 01:14:56 -0600,9704f9ed3b0570d75ec2a13ef6d6f848b5453f32,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,S,U.S. Senate,John,Boozman,GOP,11958,1620,7448,True,True,True,968000,99,877281,1765681,True,20221108AR5103,2022-11-08,AR,11958,John,Boozman,True,GOP,11958,1,1620,7448,0,Natalie,James,Dem,13951,3,70518,8894,0,Kenneth,Cates,Lib,14273,2,71711,9049,0,2022-11-09T01:30:03.718Z,
