captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.23473.last,candidates.23473.party,candidates.23473.candidateID,candidates.23473.ballotOrder,candidates.23473.polID,candidates.23473.polNum,candidates.23473.electWon,candidates.23474.last,candidates.23474.party,candidates.23474.candidateID,candidates.23474.ballotOrder,candidates.23474.polID,candidates.23474.polNum,candidates.23474.electWon,raceCallStatus,candidates.23473.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CA-20221108_Eday80,5,Ballot Issue,G,Awaiting Poll Close,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,99,0,22004006,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CA-20221108_Eday80,5,Ballot Issue,G,Awaiting Poll Close,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,99,0,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,CA-20221108_Eday80,5,Ballot Issue,G,Awaiting Poll Close,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,0,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,31231,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,640854,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,2167813,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,2512542,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667970504,2022-11-08 23:08:24 -0600,218805bf82c018e2091a699549a3db0180a36d98,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,2866887,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,3175198,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667972072,2022-11-08 23:34:32 -0600,5f08375f0416ad308fd9009cb811eb22d16c43e4,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,3176501,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667972898,2022-11-08 23:48:18 -0600,7f5611a68542690dfbbea4b10f2d25fb123813f8,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,3181828,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,CA-20221108_Eday80,5,Ballot Issue,G,Active Tabulation,I,Proposition,10% tax on profits,True,True,True,26 - Expand Commercial Gaming,0,13750000,90,4199599,21885545,True,20221108CA8967,2022-11-08,CA,No,No,23473,2,3,5541,0,Yes,Yes,23474,1,2,5540,0,,,
