captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.14397.last,candidates.14397.party,candidates.14397.candidateID,candidates.14397.ballotOrder,candidates.14397.polID,candidates.14397.polNum,candidates.14397.electWon,candidates.14398.last,candidates.14398.party,candidates.14398.candidateID,candidates.14398.ballotOrder,candidates.14398.polID,candidates.14398.polNum,candidates.14398.electWon,raceCallStatus,candidates.14398.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,AR-20221108_Eday80,4,Ballot Issue,G,Awaiting Poll Close,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,0,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,AR-20221108_Eday80,4,Ballot Issue,G,Polls Closed/Waiting First Report,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,0,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,5645,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,108260,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,142402,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,135743,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,142402,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,146033,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,224060,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,AR-20221108_Eday80,4,Ballot Issue,G,Active Tabulation,I,Issue,Gov may never burden,True,True,True,3 - Religious Freedom Amendment,1,968000,99,248823,1765681,True,20221108AR6890,2022-11-08,AR,For,Yes,14397,1,2,8190,0,Against,No,14398,2,3,8191,0,,,
