captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38902.first,candidates.38902.last,candidates.38902.abbrv,candidates.38902.incumbent,candidates.38902.party,candidates.38902.candidateID,candidates.38902.ballotOrder,candidates.38902.polID,candidates.38902.polNum,candidates.38902.electWon,candidates.39227.first,candidates.39227.last,candidates.39227.abbrv,candidates.39227.party,candidates.39227.candidateID,candidates.39227.ballotOrder,candidates.39227.polID,candidates.39227.polNum,candidates.39227.electWon,candidates.38902.winnerDateTime
1668047988,2022-11-09 20:39:48 -0600,04348e220ac62bd58e909a7429a617f053459203,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,233614,98,229777,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668048119,2022-11-09 20:41:59 -0600,5680c91bbde6e86b1980d86ac7610e2829cf4eef,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,233910,98,229777,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668048160,2022-11-09 20:42:40 -0600,feaefce5df01192887eee2eb427f5fcf1e9e6d6f,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,233614,98,229777,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668048244,2022-11-09 20:44:04 -0600,a97c07351df1dc2a4d632c6589f256833c66af80,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,233910,98,229777,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668048419,2022-11-09 20:46:59 -0600,590133e7598192dd6f8228faa83c52abbea3159b,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,233614,98,229777,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668048460,2022-11-09 20:47:40 -0600,17859ed337e255ba30c50ecfe4ee2e6b866696f0,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,233910,98,229777,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668099853,2022-11-10 11:04:13 -0600,a289553876c5fe7a9777a05c80a5ded34a7612b1,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,232096,98,229777,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668100653,2022-11-10 11:17:33 -0600,c144b8c4c9b29df5a79f2b9b9312e145007ec730,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,232096,98,229780,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668120433,2022-11-10 16:47:13 -0600,7d9e07fdcec530bc2792d148bf4b913d064acf50,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,232096,98,230111,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668554256,2022-11-15 17:17:36 -0600,d94a27ebda30aced41470d9bb991853a57fe1ff6,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,232096,98,230293,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668555153,2022-11-15 17:32:33 -0600,36770ba55d223f704fbe6e42414fa82801fa2a58,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,232096,98,230303,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668611017,2022-11-16 09:03:37 -0600,c8346abb6d8d8e10f89cdd6da25423e24ee3fdf6,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,232096,98,230310,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668617627,2022-11-16 10:53:47 -0600,b4160dc107dd55056b0ea12a3b031af8abfa3f35,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,232096,98,230672,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668696201,2022-11-17 08:43:21 -0600,0c086f35e83dddd861e3a62f86d5c6e46615f89c,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,232096,98,230755,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
1668705536,2022-11-17 11:18:56 -0600,de6b42919ab8fb813e536b7203badd0ac0331a4e,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,232180,98,230755,675890,True,20221108NM32052,2022-11-08,NM,38902,Teresa,Leger Fernandez,LgrFrnn,True,Dem,38902,2,68488,34862,0,Alexis,Martinez Johnson,MrtnzJh,GOP,39227,1,68490,34869,0,2022-11-09T03:51:31.514Z
