captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.58704.first,candidates.58704.last,candidates.58704.party,candidates.58704.candidateID,candidates.58704.ballotOrder,candidates.58704.polID,candidates.58704.polNum,candidates.58704.electWon,candidates.58709.first,candidates.58709.last,candidates.58709.incumbent,candidates.58709.party,candidates.58709.candidateID,candidates.58709.ballotOrder,candidates.58709.polID,candidates.58709.polNum,candidates.58709.electWon,candidates.59160.first,candidates.59160.last,candidates.59160.abbrv,candidates.59160.party,candidates.59160.candidateID,candidates.59160.ballotOrder,candidates.59160.polID,candidates.59160.polNum,candidates.59160.electWon,candidates.58709.winnerDateTime
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,WV-20221108_Eday80,49,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,257719,99,129630,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,253227,99,155974,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,241607,99,168857,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232585,99,173657,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232585,99,174844,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,232585,99,185141,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,220469,99,195346,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,234646,99,201919,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,218616,99,213258,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,229345,99,217826,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,231273,99,224733,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,228742,99,224733,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667982082,2022-11-09 02:21:22 -0600,efc6bd4a8435ce6de04f9d630307ac2568a3defb,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,228742,99,226117,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667982876,2022-11-09 02:34:36 -0600,f1dcf8490c2a8ff76c7720ff88b0d3bca82564fc,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,230932,99,226117,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667982914,2022-11-09 02:35:14 -0600,a346c9adf75cdfebf273478b219b645c9d48289e,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,228742,99,226117,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1667982953,2022-11-09 02:35:53 -0600,13d6d4b4c5dace7f7aa45ed141b768f0bd488e4b,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,230932,99,226117,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668053007,2022-11-09 22:03:27 -0600,4aaec0bfa49fcc62ee66b9d1498654c831eac762,WV-20221108_Eday80,49,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,228401,99,226117,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668439531,2022-11-14 09:25:31 -0600,25bf797fe6275f8b9867990888b2b3bbfc720ead,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226117,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668442953,2022-11-14 10:22:33 -0600,7df9a0f9e0adb92d1b66606c503256c29553163a,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226130,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668446129,2022-11-14 11:15:29 -0600,2a6c62302550b77f2302602980b570eb87d7672d,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226201,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668447692,2022-11-14 11:41:32 -0600,bdca3d52f8464a1438a007eec1b57fbe6fb41e16,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226456,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668451106,2022-11-14 12:38:26 -0600,1a348ae6d891a4257769063dee72e2686538d08c,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226559,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668452784,2022-11-14 13:06:24 -0600,979dc5da066a80082bba2440f21a278bc78dd9f9,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226586,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668453665,2022-11-14 13:21:05 -0600,b0ee9c5262e8ffaee5ffb5295ada0013167a031f,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226734,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668454740,2022-11-14 13:39:00 -0600,3da2dd82bb7719e45155fc078c3f214dc26c23a7,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226759,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668456430,2022-11-14 14:07:10 -0600,2917adf02df9f9137e43cccaf09b4d04738f8822,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226768,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668457524,2022-11-14 14:25:24 -0600,caab18f6d5884c178461ff9fb21525fd7bedea1e,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226794,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668458490,2022-11-14 14:41:30 -0600,470b5d232ad94d0152ba9295e6ae183411d3f6b6,WV-20221108_Eday80,49,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,228401,99,226878,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668460555,2022-11-14 15:15:55 -0600,36d2c525d8b5d85c926c2e6c9c9cce70c2fe7905,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,226878,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668465419,2022-11-14 16:36:59 -0600,46d5c942be442a94d43c7bca4275922f0ea799df,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,226883,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668521274,2022-11-15 08:07:54 -0600,769c08d28e67be8841e1877038f3837b46e6f3e5,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,226963,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668524015,2022-11-15 08:53:35 -0600,44596d65fb39a3c82b1a5061b47596ede0df475d,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,226970,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668531598,2022-11-15 10:59:58 -0600,a2900b56d71593345cc1809219fc5dabe7442377,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,227121,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668533894,2022-11-15 11:38:14 -0600,8ed06a309fb17446dd467dd69cccb418a4bf94eb,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,227131,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668547983,2022-11-15 15:33:03 -0600,3b795cf0916c8785eef4991df5c6880115b7a95e,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,227160,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668613216,2022-11-16 09:40:16 -0600,c5505c7f11dd7d6ffac1eed1fc494e346fa17858,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228401,99,227176,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668614148,2022-11-16 09:55:48 -0600,dfd3a869bceb0b6f158c6a0ce93c290a8fa6895d,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228531,99,227177,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
1668632752,2022-11-16 15:05:52 -0600,71160a6329342be7f734f8e04776e611c28e5654,WV-20221108_Eday80,49,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,228531,99,227196,756195,True,20221108WV49273,2022-11-08,WV,58709,Lacy,Watson,Dem,58704,3,68635,52700,0,Carol,Miller,True,GOP,58709,2,47557,51277,0,Belinda,Fox-Spencer,Foxsp,Ind,59160,1,71812,53609,0,2022-11-09T02:04:19.490Z
