captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108OR38019,live,0.0,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-07T21:27:49.523Z,0,1279,0.0,6433,0,0.0,6207,0,0.0,6226,0,0.0,6431,0,0.0,6432,0,0.0,2175000,99,0,2976195,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108OR38019,live,0.0,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-08T20:09:24.716Z,0,1279,0.0,6433,0,0.0,6207,0,0.0,6226,0,0.0,6431,0,0.0,6432,0,0.0,2175000,90,0,2976195,0,0,,,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108OR38019,live,0.0,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T03:06:11.654Z,0,1279,0.0,6433,0,0.0,6207,0,0.0,6226,0,0.0,6431,0,0.0,6432,0,0.0,2175000,90,0,2976195,0,0,,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108OR38019,live,30.43,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:03:31.109Z,418,1279,32.68,6207,332647,50.26,6226,268132,40.51,6433,56505,8.54,6431,2484,0.38,6432,2133,0.32,2175000,90,661901,2976195,418,389,0.0,1.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108OR38019,live,46.24,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:17:06.994Z,696,1279,54.42,6207,461005,45.84,6226,446373,44.39,6433,91349,9.08,6431,3825,0.38,6432,3129,0.31,2175000,90,1005681,2976195,696,591,0.0,1.0,,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,20221108OR38019,live,46.24,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:21:36.318Z,696,1279,54.42,6207,461005,45.84,6226,446373,44.39,6433,91349,9.08,6431,3825,0.38,6432,3129,0.31,2175000,90,1005681,2976195,696,591,0.0,1.0,,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,20221108OR38019,live,47.11,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:31:32.423Z,733,1279,57.31,6207,466540,45.53,6226,456847,44.59,6433,94170,9.19,6431,3909,0.38,6432,3192,0.31,2175000,90,1024658,2976195,733,603,0.0,1.0,,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,20221108OR38019,live,47.11,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:32:44.693Z,733,1279,57.31,6207,466540,45.53,6226,456847,44.59,6433,94170,9.19,6431,3909,0.38,6432,3192,0.31,2175000,90,1024658,2976195,733,603,0.0,1.0,,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,20221108OR38019,live,47.19,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:47:49.375Z,738,1279,57.7,6207,467001,45.5,6226,457999,44.62,6433,94270,9.18,6431,3916,0.38,6432,3199,0.31,2175000,90,1026385,2976195,738,604,0.0,1.0,,
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,20221108OR38019,live,47.19,OR,Oregon,38,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:51:28.788Z,738,1279,57.7,6207,467001,45.5,6226,457999,44.62,6433,94270,9.18,6431,3916,0.38,6432,3199,0.31,2175000,90,1026385,2976195,738,604,0.0,1.0,,
