captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.61256.first,candidates.61256.last,candidates.61256.party,candidates.61256.incumbent,candidates.61256.candidateID,candidates.61256.polID,candidates.61256.ballotOrder,candidates.61256.polNum,candidates.61256.electWon,candidates.62937.first,candidates.62937.last,candidates.62937.party,candidates.62937.candidateID,candidates.62937.polID,candidates.62937.ballotOrder,candidates.62937.polNum,candidates.62937.electWon,candidates.63484.first,candidates.63484.last,candidates.63484.party,candidates.63484.candidateID,candidates.63484.polID,candidates.63484.ballotOrder,candidates.63484.polNum,candidates.63484.electWon,candidates.61256.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,201780,99,0,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,0,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,64364,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,90266,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,64364,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,90266,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,100127,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,100904,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,111070,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,100904,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,104029,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,104152,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,227448,99,142888,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,214463,99,145281,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"NE, Dallas subs East",True,District 5,5,216474,99,160696,758692,True,20221108TX45875,2022-11-08,TX,61256,Lance,Gooden,GOP,True,61256,66063,3,50087,0,Tartisha,Hill,Dem,62937,69815,1,53016,0,Kevin,Hale,Lib,63484,69627,2,52844,0,
