captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.10265.first,candidates.10265.last,candidates.10265.party,candidates.10265.incumbent,candidates.10265.candidateID,candidates.10265.polID,candidates.10265.ballotOrder,candidates.10265.polNum,candidates.10265.electWon,candidates.10857.first,candidates.10857.last,candidates.10857.party,candidates.10857.candidateID,candidates.10857.polID,candidates.10857.ballotOrder,candidates.10857.polNum,candidates.10857.electWon,candidates.11175.first,candidates.11175.last,candidates.11175.party,candidates.11175.candidateID,candidates.11175.polID,candidates.11175.ballotOrder,candidates.11175.polNum,candidates.11175.electWon,candidates.10265.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MO-20221108_Eday62,26,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,295079,99,0,1402327,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MO-20221108_Eday80,26,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,0,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,0,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,18165,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,48000,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,80019,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,90063,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,122187,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,445154,99,180136,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,445154,99,197415,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,2022-11-09T04:23:57.801Z,
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,445154,99,219780,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,2022-11-09T04:23:57.801Z,
1668034668,2022-11-09 16:57:48 -0600,2696aa4cb37c8bc42cfcece9af4a9371414dbffa,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,222000,99,219780,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,0.0,Andrew,Jones,GOP,10857,71326,2,31710,0.0,George,Zsidisin,Lib,11175,71742,3,31906,0.0,2022-11-09T04:23:57.801Z,
1670619532,2022-12-09 14:58:52 -0600,fd4071c7688ca296029b403dabc4d54265a647ca,MO-20221108_Eday80,26,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,220958,100,219780,1296865,True,20221108MO27025,2022-11-08,MO,10265,Cori,Bush,Dem,True,10265,65378,1,30821,,Andrew,Jones,GOP,10857,71326,2,31710,,George,Zsidisin,Lib,11175,71742,3,31906,,2022-11-09T04:23:57.801Z,False
