captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.4634.first,candidates.4634.last,candidates.4634.incumbent,candidates.4634.party,candidates.4634.candidateID,candidates.4634.ballotOrder,candidates.4634.polID,candidates.4634.polNum,candidates.4634.electWon,candidates.6149.first,candidates.6149.last,candidates.6149.party,candidates.6149.candidateID,candidates.6149.ballotOrder,candidates.6149.polID,candidates.6149.polNum,candidates.6149.electWon,candidates.6421.first,candidates.6421.last,candidates.6421.party,candidates.6421.candidateID,candidates.6421.ballotOrder,candidates.6421.polID,candidates.6421.polNum,candidates.6421.electWon,candidates.6422.first,candidates.6422.last,candidates.6422.party,candidates.6422.candidateID,candidates.6422.ballotOrder,candidates.6422.polID,candidates.6422.polNum,candidates.6422.electWon,candidates.4634.winnerDateTime,isCertified
1667988762,2022-11-09 04:12:42 -0600,92057add7b99ef94d7883b2d3dff835f8d4d2ede,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1403241,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1667988801,2022-11-09 04:13:21 -0600,4c72a5c0e2471fa350291b6c4da371e39c3bbefa,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1406289,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1667989121,2022-11-09 04:18:41 -0600,c465f18bc76653d10d16bdf8263355edd2fe0344,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1416046,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1667989162,2022-11-09 04:19:22 -0600,a00a55b6e4b2e7194f9b097d510baa2b86d6d503,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1406289,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1667989482,2022-11-09 04:24:42 -0600,77906ec83e155654462ccb3bee22530112b7270e,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1416046,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1667994310,2022-11-09 05:45:10 -0600,beb49caeef85973784621034cd3d5f28aec6c46c,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1430075,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668008933,2022-11-09 09:48:53 -0600,a34346dad298d19229aea3d5a87817fdbc7bef00,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1430750,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668026771,2022-11-09 14:46:11 -0600,f2dee3733a8d7efa71376c9a0ebf4d6e74ad1006,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1462307,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668030119,2022-11-09 15:41:59 -0600,e218c433db597a353442d8dbee3d4946eae0ab9b,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1464957,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668035345,2022-11-09 17:09:05 -0600,bb809ceba1848fa4b398b58d67b28918b95b3c78,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1464983,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668037914,2022-11-09 17:51:54 -0600,a4b08f087c134e5569c6ada548dc49a4703c084d,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1468731,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668038716,2022-11-09 18:05:16 -0600,260826ed8e49ac2f3872bf238284432022005908,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1469603,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668039558,2022-11-09 18:19:18 -0600,1f56d8a2d041844e64a31e7f1c50e16163c6beff,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1482622,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668042097,2022-11-09 19:01:37 -0600,498d5addc345db2e54799dc305a5b78f22b1603a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1511238,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668042887,2022-11-09 19:14:47 -0600,d1e703cb6904b10b82ba124e2000c0fcde7ed731,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1551543,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
