captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.4634.first,candidates.4634.last,candidates.4634.incumbent,candidates.4634.party,candidates.4634.candidateID,candidates.4634.ballotOrder,candidates.4634.polID,candidates.4634.polNum,candidates.4634.electWon,candidates.6149.first,candidates.6149.last,candidates.6149.party,candidates.6149.candidateID,candidates.6149.ballotOrder,candidates.6149.polID,candidates.6149.polNum,candidates.6149.electWon,candidates.6421.first,candidates.6421.last,candidates.6421.party,candidates.6421.candidateID,candidates.6421.ballotOrder,candidates.6421.polID,candidates.6421.polNum,candidates.6421.electWon,candidates.6422.first,candidates.6422.last,candidates.6422.party,candidates.6422.candidateID,candidates.6422.ballotOrder,candidates.6422.polID,candidates.6422.polNum,candidates.6422.electWon,candidates.4634.winnerDateTime,isCertified
1668047215,2022-11-09 20:26:55 -0600,874c727af17b9ba8a6dc2c2f64f51fcc3bdb770a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1560518,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668113657,2022-11-10 14:54:17 -0600,f271ab7f5d1eba5965fb495e34ab5b18f4a115e3,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,2175000,90,1578478,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668118793,2022-11-10 16:19:53 -0600,15756e71406f3a18dad68c1c2abc679b8edf71f5,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1578478,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668121322,2022-11-10 17:02:02 -0600,eab011e664c29569a1c8882a137a10904578645e,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1578486,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668125535,2022-11-10 18:12:15 -0600,7283b8bef5bf81bfdec5daa6c8f736f547c976f7,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1580823,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668127171,2022-11-10 18:39:31 -0600,d652023a810a4bca2a7c20909e3fdd79fdd1b2d4,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1603007,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668128009,2022-11-10 18:53:29 -0600,7c9523f45b6bbe496b275d3070de6567a9849824,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1641559,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668128847,2022-11-10 19:07:27 -0600,f57eeb279c31740e18a85136f928ccd7557c4c1c,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1641905,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668129686,2022-11-10 19:21:26 -0600,709b4431416cbf8c2ae1a141f1af267d04ca463a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1653789,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668131210,2022-11-10 19:46:50 -0600,c2e62f67ec7150589f524bcac1fdde61997ef209,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1694527,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668132142,2022-11-10 20:02:22 -0600,f7a339043cce61e25a02cbec1b753be08364ff35,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1696246,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668133885,2022-11-10 20:31:25 -0600,7df2e737585c595574ee2f4d82c95e4b20213040,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1708395,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668319319,2022-11-13 00:01:59 -0600,dde47c99f0de2e41b2974274ecefbba63992d1c5,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1998073,90,1742703,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668369549,2022-11-13 13:59:09 -0600,6b9e505b44f0244500640e62a1a6ec860e2f0008,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1936337,90,1742703,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668445470,2022-11-14 11:04:30 -0600,e2cc6d465e58e222ed4d7263bfd4c0e4728d9742,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1936337,99,1742703,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668450069,2022-11-14 12:21:09 -0600,6ec141aa2c1d784aae92ec4454234528280ec596,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1894242,99,1742703,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668456124,2022-11-14 14:02:04 -0600,3b4fba0c3140efe8c301a2bc6bd8ec6457235f71,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1894242,99,1742863,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668471496,2022-11-14 18:18:16 -0600,c31d2073e4dfce28acd0f9fb0ff5d3e5779faa97,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1894242,99,1746028,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668473812,2022-11-14 18:56:52 -0600,c8be4acf2022b2efab3c55285dbd8b3e956b217a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1894242,99,1786670,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668475914,2022-11-14 19:31:54 -0600,17b30601fe561fe0e0563bec8b8880b056e12262,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1894242,99,1813144,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668479308,2022-11-14 20:28:28 -0600,048a5508e8703a803a6353a2bd8764bc99758abe,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1813144,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668548989,2022-11-15 15:49:49 -0600,0cd7ef5a8e5ba0be9de40fdfc756b19874bd84b7,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1816805,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668550467,2022-11-15 16:14:27 -0600,259a63c3d9de7e84ab0bde2d9b046d91c5ef9a99,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1821284,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668556986,2022-11-15 18:03:06 -0600,af0735ceee864ee5fd4dc873469177fed943e376,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1825064,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668561405,2022-11-15 19:16:45 -0600,2721bb653c9469054807b760023d532d65ea5204,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1837693,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668562398,2022-11-15 19:33:18 -0600,3852133279f245141930471b3e0a1afdece4eb06,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1837771,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668622701,2022-11-16 12:18:21 -0600,dbf2101e07dac53f93b50871cc03a13ae91ec294,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1837777,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668634374,2022-11-16 15:32:54 -0600,46590f1df8baffe26a2240114a4aa728865b7229,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1838462,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668640637,2022-11-16 17:17:17 -0600,fac654ca1b9e04e6caafd8064a3b006b2b9ffeb4,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1843333,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668641643,2022-11-16 17:34:03 -0600,8d5a6aa47d4f6f6fb885cec7a4df7d71f9a06e4a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1844844,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668645194,2022-11-16 18:33:14 -0600,f0f730e70fbd3279fd23a5f67064e42c3f90e436,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1870008,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668646055,2022-11-16 18:47:35 -0600,4d6b0ad2ddf898d44a286d1f8d8aebdcabcc450d,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1888692,99,1873970,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668646894,2022-11-16 19:01:34 -0600,0b9962bdc03454f7dc0bb5f5269ff1af62df90f8,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1892899,99,1881533,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668647876,2022-11-16 19:17:56 -0600,5a85315cf15dcdb56e189672d6f0a395ec90489d,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1900538,99,1882394,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668700764,2022-11-17 09:59:24 -0600,a5d87b91516d0948d07ca41b94e86558192aab49,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1901408,99,1882394,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668788912,2022-11-18 10:28:32 -0600,1a8aef0ef45ffbaafd81f2571a5332c08eaf7308,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1901408,99,1883517,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1901408,99,1893334,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1669078971,2022-11-21 19:02:51 -0600,fcbbb8b8612b1ce3e8924b56c1db5c2a50f5bd16,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1912459,99,1893334,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1669133848,2022-11-22 10:17:28 -0600,cdfa4cb5e447f05eaa02b04a326d1a7293b0c18f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1912459,99,1902524,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,
1669144091,2022-11-22 13:08:11 -0600,d3e26fa8531914e3de046590149b9e866996ecf1,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1912459,99,1903039,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
1669146299,2022-11-22 13:44:59 -0600,a6eed74f2c0b98b122cefcecd2ef72c8a134398f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1922262,99,1904600,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
1669228008,2022-11-23 12:26:48 -0600,d5ff7359e5bc260148334c3c53844c8c5fe0ba0d,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1922262,99,1905242,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
1669660762,2022-11-28 12:39:22 -0600,566da8688668c932fcd9ae155ef789a1cb13c6da,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1922262,99,1910089,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
1669688184,2022-11-28 20:16:24 -0600,60d70b45caeac1a931297dd65a430a70d6eb5a19,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1929383,99,1910089,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
1669761799,2022-11-29 16:43:19 -0600,1c8934ea858d5166242928783f0e073d16d9c0c7,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1929383,99,1910247,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
1669857418,2022-11-30 19:16:58 -0600,0ad9fca05550ec4c22004dd8d2490817ededd8f0,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1929383,99,1920948,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
1669858403,2022-11-30 19:33:23 -0600,de8c753b986667667a787567b549a90e4900aae0,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,S,U.S. Senate,Ron,Wyden,Dem,4634,1750,39807,True,True,True,1929383,99,1921244,2976195,True,20221108OR38808,2022-11-08,OR,4634,Ron,Wyden,True,Dem,4634,3,1750,39807,0,Jo Rae,Perkins,GOP,6149,1,63564,40587,0,Chris,Henry,Prg,6421,4,59846,40275,0,Dan,Pulju,PAG,6422,2,71758,41425,0,2022-11-09T04:45:59.754Z,False
