captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.21689.first,candidates.21689.last,candidates.21689.incumbent,candidates.21689.party,candidates.21689.candidateID,candidates.21689.ballotOrder,candidates.21689.polID,candidates.21689.polNum,candidates.21689.electWon,candidates.23171.first,candidates.23171.last,candidates.23171.party,candidates.23171.candidateID,candidates.23171.ballotOrder,candidates.23171.polID,candidates.23171.polNum,candidates.23171.electWon,candidates.23719.first,candidates.23719.last,candidates.23719.party,candidates.23719.candidateID,candidates.23719.ballotOrder,candidates.23719.polID,candidates.23719.polNum,candidates.23719.electWon,candidates.23727.first,candidates.23727.last,candidates.23727.party,candidates.23727.candidateID,candidates.23727.ballotOrder,candidates.23727.polID,candidates.23727.polNum,candidates.23727.electWon,candidates.21689.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,FL-20221108_Eday80,10,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,9139276,99,0,13708914,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,9139276,99,402637,13708914,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,9139276,99,2021433,13708914,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,3987514,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,5362085,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,5788067,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,5875936,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,5788067,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,6229833,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,2022-11-09T01:03:26.512Z
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,6517058,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,2022-11-09T01:03:26.512Z
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,6611664,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,2022-11-09T01:03:26.512Z
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,6852377,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,2022-11-09T01:03:26.512Z
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,6878337,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,2022-11-09T01:03:26.512Z
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,G,Governor,Ron,DeSantis,DeSantis,GOP,21689,62557,13918,True,True,True,8500000,99,6979195,11713963,True,20221108FL10045,2022-11-08,FL,21689,Ron,DeSantis,True,GOP,21689,2,62557,13918,0,Charlie,Crist,Dem,23171,1,10601,11741,0,Carmen,Gimenez,NPA,23719,3,71768,15977,0,Hector,Roos,Lib,23727,4,71769,15985,0,2022-11-09T01:03:26.512Z
