captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7515.first,candidates.7515.last,candidates.7515.party,candidates.7515.incumbent,candidates.7515.candidateID,candidates.7515.polID,candidates.7515.ballotOrder,candidates.7515.polNum,candidates.7515.electWon,candidates.10882.first,candidates.10882.last,candidates.10882.party,candidates.10882.candidateID,candidates.10882.polID,candidates.10882.ballotOrder,candidates.10882.polNum,candidates.10882.electWon,candidates.11178.first,candidates.11178.last,candidates.11178.party,candidates.11178.candidateID,candidates.11178.polID,candidates.11178.ballotOrder,candidates.11178.polNum,candidates.11178.electWon,candidates.7515.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MO-20221108_Eday62,26,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 5,5,271057,99,0,492773,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MO-20221108_Eday80,26,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,0,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,0,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,11602,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,15182,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,44751,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,47798,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,134145,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,148248,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,426886,99,199900,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,426886,99,229506,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,2022-11-09T04:22:10.736Z
1668035133,2022-11-09 17:05:33 -0600,9277815e11a548ab0a8d21e93a618336e51c4630,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,231824,99,229506,1146942,True,20221108MO26029,2022-11-08,MO,7515,Emanuel,Cleaver,Dem,True,7515,50040,1,28900,0,Jacob,Turk,GOP,10882,51614,2,30227,0,Robin,Dominick,Lib,11178,69543,3,31666,0,2022-11-09T04:22:10.736Z
