captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.0.calledAt,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108IL15996,live,0,IL,Illinois,14,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T16:40:17.420Z,0,393,0,25754,0,0,2022-11-09T00:00:00.000Z,468033,99,0,738704,0,0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108IL15996,live,0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:30.038Z,0,393,0,25754,0,0,2022-11-09T00:00:00.000Z,468033,99,0,738704,0,0,X,0.0
