captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.25754.first,candidates.25754.last,candidates.25754.incumbent,candidates.25754.party,candidates.25754.candidateID,candidates.25754.ballotOrder,candidates.25754.polID,candidates.25754.polNum,candidates.25754.electWon,candidates.25754.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday64,14,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 7,7,468033,99,0,738704,True,20221108IL15996,2022-11-08,IL,25754,Danny,Davis,True,Dem,25754,1,59339,16944,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,IL-20221108_Eday80,14,General,G,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 7,7,468033,99,0,738704,True,20221108IL15996,2022-11-08,IL,25754,Danny,Davis,True,Dem,25754,1,59339,16944,0,2022-11-09T01:00:23.009Z
