captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51926.first,candidates.51926.last,candidates.51926.abbrv,candidates.51926.incumbent,candidates.51926.party,candidates.51926.candidateID,candidates.51926.ballotOrder,candidates.51926.polID,candidates.51926.polNum,candidates.51926.electWon,candidates.53163.first,candidates.53163.last,candidates.53163.party,candidates.53163.candidateID,candidates.53163.ballotOrder,candidates.53163.polID,candidates.53163.polNum,candidates.53163.electWon,candidates.51926.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,PA-20221108_Eday64,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,312952,99,0,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,318597,99,0,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667946903,2022-11-08 22:35:03 +0000,cb1028268673c8c2a42a51ee33da39f10a4ad1c1,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,0,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,0,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,5380,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,29054,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,38646,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,57538,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,65498,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,121645,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,153845,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,159127,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,318597,95,177794,772889,True,20221108PA39015,2022-11-08,PA,51926,Matt,Cartwright,Crtwrght,True,Dem,51926,1,61612,44574,0,Jim,Bognet,GOP,53163,2,68581,45908,0,
