captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22047,2,2022-11-09T01:00:00.000Z,FIPSCode,22047,2022-11-07T03:12:06.698Z,0,0.0,12,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,4418,99,0,6992,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-08T19:34:19.408Z,0,0.0,12,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,5170,99,0,6992,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T02:03:44.580Z,0,0.0,12,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,5170,99,0,6992,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T02:03:44.580Z,0,0.0,12,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,5170,99,0,6992,0,0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T02:03:44.580Z,0,0.0,12,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,5170,99,0,6992,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T02:45:27.026Z,0,0.0,12,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,5170,99,0,6992,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T02:59:13.369Z,0,21.37,12,0.0,25324,952,86.15,25354,101,9.14,25353,52,4.71,5170,99,1105,6992,0,3
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T02:59:13.369Z,0,21.37,12,0.0,25324,952,86.15,25354,101,9.14,25353,52,4.71,5170,99,1105,6992,0,3
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T03:07:54.054Z,0,21.37,12,0.0,25324,952,86.15,25354,101,9.14,25353,52,4.71,5170,99,1105,6992,0,3
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T03:11:57.961Z,0,21.37,12,0.0,25324,952,86.15,25354,101,9.14,25353,52,4.71,5170,99,1105,6992,0,3
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T03:24:53.734Z,4,50.14,12,33.33,25324,1904,88.23,25354,137,6.35,25353,117,5.42,4304,99,2158,6992,4,6
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T03:24:53.734Z,4,50.14,12,33.33,25324,1904,88.23,25354,137,6.35,25353,117,5.42,4304,99,2158,6992,4,6
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22047,2,2022-11-09T02:00:00.000Z,FIPSCode,22047,2022-11-09T03:35:04.453Z,7,69.2,12,58.33,25324,2425,86.82,25354,215,7.7,25353,153,5.48,4036,99,2793,6992,7,8
