captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22007,2,2022-11-09T01:00:00.000Z,FIPSCode,22007,2022-11-07T03:12:06.696Z,0,0.0,19,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,4445,99,0,9739,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-08T19:34:19.407Z,0,0.0,19,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,6146,99,0,9739,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T02:03:43.355Z,0,0.0,19,0.0,25354,0,0.0,25324,0,0.0,25353,0,0.0,6146,99,0,9739,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T02:25:12.512Z,0,13.03,19,0.0,25324,668,83.4,25354,89,11.11,25353,44,5.49,6146,99,801,9739,0,2
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T02:25:12.512Z,0,13.03,19,0.0,25324,668,83.4,25354,89,11.11,25353,44,5.49,6146,99,801,9739,0,2
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T02:45:24.707Z,0,13.03,19,0.0,25324,668,83.4,25354,89,11.11,25353,44,5.49,6146,99,801,9739,0,2
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T02:58:56.017Z,1,14.79,19,5.26,25324,768,84.49,25354,92,10.12,25353,49,5.39,6146,99,909,9739,1,3
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:01:16.176Z,8,29.56,19,42.11,25324,1549,85.25,25354,152,8.37,25353,116,6.38,6146,99,1817,9739,8,6
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:07:49.732Z,8,55.98,19,42.11,25324,1549,85.25,25354,152,8.37,25353,116,6.38,3246,99,1817,9739,8,11
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:11:54.761Z,8,55.98,19,42.11,25324,1549,85.25,25354,152,8.37,25353,116,6.38,3246,99,1817,9739,8,11
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:24:53.670Z,16,85.99,19,84.21,25324,3651,88.12,25353,264,6.37,25354,228,5.5,4818,99,4143,9739,16,16
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:26:27.811Z,17,91.93,19,89.47,25324,3909,88.26,25353,277,6.25,25354,243,5.49,4818,99,4429,9739,17,17
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:35:04.392Z,17,90.3,19,89.47,25324,3909,88.26,25353,277,6.25,25354,243,5.49,4905,99,4429,9739,17,17
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:43:50.414Z,17,90.3,19,89.47,25324,3909,88.26,25353,277,6.25,25354,243,5.49,4905,99,4429,9739,17,17
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T03:43:50.414Z,17,90.3,19,89.47,25324,3909,88.26,25353,277,6.25,25354,243,5.49,4905,99,4429,9739,17,17
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T04:05:33.434Z,17,90.3,19,89.47,25324,3909,88.26,25353,277,6.25,25354,243,5.49,4905,99,4429,9739,17,17
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T04:05:33.434Z,17,90.3,19,89.47,25324,3909,88.26,25353,277,6.25,25354,243,5.49,4905,99,4429,9739,17,17
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T04:24:25.758Z,18,92.99,19,94.74,25324,4034,88.45,25353,283,6.2,25354,244,5.35,4905,99,4561,9739,18,18
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,LA,22007,2,2022-11-09T02:00:00.000Z,FIPSCode,22007,2022-11-09T04:26:27.418Z,19,98.82,19,100.0,25324,4246,87.6,25353,309,6.38,25354,292,6.02,4905,99,4847,9739,19,19
