captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7374.first,candidates.7374.last,candidates.7374.incumbent,candidates.7374.party,candidates.7374.candidateID,candidates.7374.ballotOrder,candidates.7374.polID,candidates.7374.polNum,candidates.7374.electWon,candidates.7377.first,candidates.7377.last,candidates.7377.party,candidates.7377.candidateID,candidates.7377.ballotOrder,candidates.7377.polID,candidates.7377.polNum,candidates.7377.electWon,candidates.7378.first,candidates.7378.last,candidates.7378.party,candidates.7378.candidateID,candidates.7378.ballotOrder,candidates.7378.polID,candidates.7378.polNum,candidates.7378.electWon,candidates.7404.last,candidates.7404.abbrv,candidates.7404.party,candidates.7404.candidateID,candidates.7404.ballotOrder,candidates.7404.polID,candidates.7404.polNum,candidates.7404.electWon,candidates.7485.first,candidates.7485.last,candidates.7485.party,candidates.7485.candidateID,candidates.7485.ballotOrder,candidates.7485.polID,candidates.7485.polNum,candidates.7485.electWon,isCertified,isShowingRankedChoiceResults,candidates.7499.first,candidates.7499.last,candidates.7499.incumbent,candidates.7499.party,candidates.7499.candidateID,candidates.7499.ballotOrder,candidates.7499.polID,candidates.7499.polNum,candidates.7500.first,candidates.7500.last,candidates.7500.party,candidates.7500.candidateID,candidates.7500.ballotOrder,candidates.7500.polID,candidates.7500.polNum,candidates.7501.last,candidates.7501.abbrv,candidates.7501.party,candidates.7501.candidateID,candidates.7501.ballotOrder,candidates.7501.polID,candidates.7501.polNum,candidates.7502.first,candidates.7502.last,candidates.7502.party,candidates.7502.candidateID,candidates.7502.ballotOrder,candidates.7502.polID,candidates.7502.polNum,candidates.7503.first,candidates.7503.last,candidates.7503.party,candidates.7503.candidateID,candidates.7503.ballotOrder,candidates.7503.polID,candidates.7503.polNum,candidates.7499.winnerDateTime
1668558241,2022-11-15 18:24:01 -0600,d53557e1556a3bfb2047b93db5400557c115ef4b,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,267991,99,218413,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668564161,2022-11-15 20:02:41 -0600,6841b48324bb52959ed891092a439321114de06a,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,267991,99,224977,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668568963,2022-11-15 21:22:43 -0600,ce812d3007ada47cf9059a3ff3899426a99c11af,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,267991,99,229596,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668801026,2022-11-18 13:50:26 -0600,a86cfd3ff9bd8d59c2e68eaa44829b022f6779af,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,267991,99,241699,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668801837,2022-11-18 14:03:57 -0600,00432fb80ecdeaa80c76f25a03fd1b7cbcf17481,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,258699,99,241699,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668809124,2022-11-18 16:05:24 -0600,c6c39a0920a9784d000bc32578f9b02076f09f07,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,258699,99,244192,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668821259,2022-11-18 19:27:39 -0600,4af5033061ed9de3a238adf78d1f032e80a78b59,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,257044,99,244192,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668825328,2022-11-18 20:35:28 -0600,619fe75feef7fcfc71b4ac1942be8510f6357ec5,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,257044,99,247526,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668827069,2022-11-18 21:04:29 -0600,0b08fd5fc82c01eb91af20da02008a8d0f86a008,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,257044,99,254233,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668829699,2022-11-18 21:48:19 -0600,fb762575e0580bc6393c4307751cb31630307d9a,AK-20221108_Eday80,2,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Alaska at large,True,True,District 1,1,275326,99,260019,597935,True,20221108AK2015,2022-11-08,AK,7374,Mary,Peltola,True,Dem,7374,4.0,70718,4566,0.0,Nick,Begich,GOP,7377,1.0,70724,4538,0.0,Sarah,Palin,GOP,7378,3.0,4431,4564,0.0,Total Write-Ins,TtlWrt-,Oth,7404,5.0,100008,4642,0.0,Chris,Bye,Lib,7485,2.0,70732,4541,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
