captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.60774.first,candidates.60774.last,candidates.60774.party,candidates.60774.incumbent,candidates.60774.candidateID,candidates.60774.polID,candidates.60774.ballotOrder,candidates.60774.polNum,candidates.60774.electWon,candidates.62852.first,candidates.62852.last,candidates.62852.abbrv,candidates.62852.party,candidates.62852.candidateID,candidates.62852.polID,candidates.62852.ballotOrder,candidates.62852.polNum,candidates.62852.electWon,candidates.60774.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"Far West, El Paso",True,District 16,16,190257,99,0,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,0,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,0,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,93180,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,93180,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,2022-11-09T03:05:43.139Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,94070,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,2022-11-09T03:05:43.139Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,104777,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,2022-11-09T03:05:43.139Z,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,120292,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,2022-11-09T03:05:43.139Z,
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,135217,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,2022-11-09T03:05:43.139Z,
1667976061,2022-11-09 00:41:01 -0600,2426095677e6aeddf8c3a2913a97b500b67dca61,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Far West, El Paso",True,District 16,16,227706,99,142858,726384,True,20221108TX45886,2022-11-08,TX,60774,Veronica,Escobar,Dem,True,60774,65954,1,51891,0,Irene,Armendariz-Jackson,Armndrz,GOP,62852,68298,2,52486,0,2022-11-09T03:05:43.139Z,
