captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51240.first,candidates.51240.last,candidates.51240.incumbent,candidates.51240.party,candidates.51240.candidateID,candidates.51240.ballotOrder,candidates.51240.polID,candidates.51240.polNum,candidates.51240.electWon,candidates.51903.first,candidates.51903.last,candidates.51903.party,candidates.51903.candidateID,candidates.51903.ballotOrder,candidates.51903.polID,candidates.51903.polNum,candidates.51903.electWon,candidates.51922.first,candidates.51922.last,candidates.51922.party,candidates.51922.candidateID,candidates.51922.ballotOrder,candidates.51922.polID,candidates.51922.polNum,candidates.51922.electWon,candidates.51240.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,VA-20221108_Eday80,47,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,0,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,VA-20221108_Eday80,47,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,0,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,4284,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667954328,2022-11-09 00:38:48 +0000,bfe97281aaab58d7c74edee2f505906bcc18daea,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,32416,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,40654,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,55201,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,92771,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,110641,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,115097,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,400320,99,231805,1072892,True,20221108VA47001,2022-11-08,VA,51240,Rob,Wittman,True,GOP,51240,3,57798,49141,0,Herbert,Jones,Dem,51903,1,70894,49634,0,David,Foster,Ind,51922,2,69528,49573,0,,
