captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.26481.first,candidates.26481.last,candidates.26481.abbrv,candidates.26481.party,candidates.26481.incumbent,candidates.26481.candidateID,candidates.26481.polID,candidates.26481.ballotOrder,candidates.26481.polNum,candidates.26481.electWon,candidates.26481.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WI-20221108_Eday62,50,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 6,6,337967,99,0,692290,True,20221108WI50060,2022-11-08,WI,26481,Glenn,Grothman,Grothmn,GOP,True,26481,59087,1,50589,0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,WI-20221108_Eday80,50,General,G,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 6,6,337967,99,0,692290,True,20221108WI50060,2022-11-08,WI,26481,Glenn,Grothman,Grothmn,GOP,True,26481,59087,1,50589,0,2022-11-09T02:01:23.009Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 6,6,337967,99,0,692290,True,20221108WI50060,2022-11-08,WI,26481,Glenn,Grothman,Grothmn,GOP,True,26481,59087,1,50589,0,2022-11-09T02:01:23.009Z,
1669835247,2022-11-30 13:07:27 -0600,d4b873a3650e318062e146364e7cdfedc1d5d349,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,True,District 6,6,239231,100,0,692290,True,20221108WI50060,2022-11-08,WI,26481,Glenn,Grothman,Grothmn,GOP,True,26481,59087,1,50589,0,2022-11-09T02:01:23.009Z,False
