captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.60761.first,candidates.60761.last,candidates.60761.party,candidates.60761.incumbent,candidates.60761.candidateID,candidates.60761.polID,candidates.60761.ballotOrder,candidates.60761.polNum,candidates.60761.electWon,candidates.62821.first,candidates.62821.last,candidates.62821.party,candidates.62821.candidateID,candidates.62821.polID,candidates.62821.ballotOrder,candidates.62821.polNum,candidates.62821.electWon,candidates.60761.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"SW Houston, subs West",True,District 7,7,197461,99,0,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,0,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,0,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,4961,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,86392,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,121524,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,124044,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,2022-11-09T03:55:59.302Z
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,128687,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,2022-11-09T03:55:59.302Z
1667969376,2022-11-08 22:49:36 -0600,4ac813ba060ccffdf02cdf61aae9dd9c0b214438,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,128724,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,2022-11-09T03:55:59.302Z
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"SW Houston, subs West",True,District 7,7,203706,99,131176,574806,True,20221108TX45877,2022-11-08,TX,60761,Lizzie,Fletcher,Dem,True,60761,65918,1,51879,0,Johnny,Teague,GOP,62821,68222,2,52443,0,2022-11-09T03:55:59.302Z
