captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.30588.first,candidates.30588.last,candidates.30588.abbrv,candidates.30588.incumbent,candidates.30588.party,candidates.30588.candidateID,candidates.30588.ballotOrder,candidates.30588.polID,candidates.30588.polNum,candidates.30588.electWon,candidates.32135.first,candidates.32135.last,candidates.32135.party,candidates.32135.candidateID,candidates.32135.ballotOrder,candidates.32135.polID,candidates.32135.polNum,candidates.32135.electWon,candidates.30588.winnerDateTime,isCertified
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,2350000,99,1423972,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,2000000,99,1444119,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,2000000,99,1449915,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,2000000,99,1444119,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,2000000,99,1477875,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1487092,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,2000000,99,1487092,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667971169,2022-11-08 23:19:29 -0600,a70df26f7f471d11543c24ba2a2ee8ee294f6f1b,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1487092,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1489143,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667972216,2022-11-08 23:36:56 -0600,85a5bd7dbe5253f418489691a179128d5ff518d6,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1496150,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667973028,2022-11-08 23:50:28 -0600,a3d91b8cb9f4b51cad939bdf33c45f8678401177,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1498808,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667973835,2022-11-09 00:03:55 -0600,b3bdd8a625be8657c0e5a46d72158acdcfd366d2,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1500938,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667974712,2022-11-09 00:18:32 -0600,8831ad0cd913a7df98a9591de88a61ddfc8730ee,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1501941,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667976387,2022-11-09 00:46:27 -0600,3fc81e357a75429f605eafd56848166989ceb407,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1800000,99,1502295,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667977035,2022-11-09 00:57:15 -0600,89983779edad63b3a09a72677c82618581111910,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1504352,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667979032,2022-11-09 01:30:32 -0600,a31ce2695fce3442cac91f4d2a6adca7af21c91c,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1507838,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667979765,2022-11-09 01:42:45 -0600,e20d3d18de2024c6ec748d544de216fd0e889070,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1511337,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667979807,2022-11-09 01:43:27 -0600,fda1599d5dbdfbd32e28d16eb4a1fc9dc29895a1,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1507838,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667979888,2022-11-09 01:44:48 -0600,0e0f720f51726ae625e5e1365d2ab4384b8c34ed,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1511337,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667980111,2022-11-09 01:48:31 -0600,428d6efc67001dc34b2967bd8bff4fda13dfb188,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1511802,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1511337,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667980452,2022-11-09 01:54:12 -0600,8582b289a5585f5144f1456aab265e4a7ab9ddc5,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1511802,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667980544,2022-11-09 01:55:44 -0600,e9aeb01a2451c25a148402fe614f0089c5823e3c,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1511337,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667980588,2022-11-09 01:56:28 -0600,0c7fd85934c29b9de74f428a2225a74f565ce18c,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1512752,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667982199,2022-11-09 02:23:19 -0600,0f8260b25929c4b69b3b9d7f2f5fb7ed3444679e,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1513916,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667982239,2022-11-09 02:23:59 -0600,6ac7decc37ff65117d96ebb80dff7cb7afcf6df0,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1512752,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667982278,2022-11-09 02:24:38 -0600,718a2ffef5798f82177f24a035d713be22213363,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1514477,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667982357,2022-11-09 02:25:57 -0600,ff53ebff45de84907b3660264b93dcdeaff24a17,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1513916,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1667982397,2022-11-09 02:26:37 -0600,f4791889114ae4f8264fa44ab1fe91f4a19dfaba,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1700000,99,1514477,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1668023847,2022-11-09 13:57:27 -0600,087b4f6a034c07b8ce438c0434be9757beda9d54,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1665476,99,1514477,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1668025603,2022-11-09 14:26:43 -0600,2dc02b429d2b81f7b0c655440c3c2363c608877d,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1665476,99,1515977,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1668037957,2022-11-09 17:52:37 -0600,86b24a762436883f3018f9a8615ade4764728064,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1665476,99,1515974,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1668037999,2022-11-09 17:53:19 -0600,21bc4facfd4a855d11a7f753853262a1d6f1d44d,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1665476,99,1515977,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
1668038041,2022-11-09 17:54:01 -0600,71469d25d073ba3b9d98346ecb86de0059fb1b31,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,S,U.S. Senate,Chris,Van Hollen,Dem,30588,1066,23931,True,True,True,1665476,99,1515974,3525000,True,20221108MD21744,2022-11-08,MD,30588,Chris,Van Hollen,VanHolln,True,Dem,30588,2,1066,23931,0,Chris,Chaffee,GOP,32135,3,63872,25461,0,2022-11-09T01:00:04.280Z,
