captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108NY36600,live,0.0,NY,New York,33,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T17:08:49.858Z,0,657,0.0,77054,0,0.0,86399,0,0.0,291034,99,0,1088399,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108NY36600,live,0.0,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-08T19:52:48.969Z,0,657,0.0,77054,0,0.0,86399,0,0.0,299034,99,0,1093083,0,0,,,,
1667946645,2022-11-08 22:30:45 +0000,b4a2d52dc2885174b04713e13bf7fbb8eadd5f83,20221108NY36600,live,0.0,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-08T22:27:05.389Z,0,657,0.0,77054,0,0.0,86399,0,0.0,299034,99,0,1093083,0,0,,,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108NY36600,live,0.0,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:14:10.969Z,0,657,0.0,77054,0,0.0,86399,0,0.0,299034,99,0,1093083,0,0,,,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108NY36600,live,10.55,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:18:11.205Z,0,657,0.0,77054,23076,73.18,86399,8458,26.82,299034,99,31534,1093083,0,61,0.0,,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108NY36600,live,11.81,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:19:53.299Z,0,657,0.0,77054,25806,73.09,86399,9499,26.91,299034,99,35305,1093083,0,78,0.0,,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108NY36600,live,18.14,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:48:46.320Z,45,657,6.85,77054,38854,71.63,86399,15386,28.37,299034,99,54240,1093083,45,119,0.0,,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108NY36600,live,22.28,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T02:57:15.261Z,45,657,6.85,77054,45187,67.83,86399,21427,32.17,299034,99,66614,1093083,45,141,0.0,,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108NY36600,live,29.96,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:09:59.362Z,154,657,23.44,77054,59430,66.34,86399,30157,33.66,299034,99,89587,1093083,154,181,0.0,,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108NY36600,live,36.08,NY,New York,33,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:16:57.645Z,154,657,23.44,77054,68427,63.42,86399,39465,36.58,299034,99,107892,1093083,154,226,0.0,,,
