captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108NC35419,live,0.0,NC,North Carolina,34,1,2022-11-08T23:30:00.000Z,state,0,2022-11-07T03:18:24.421Z,0,114,0.0,42905,0,0.0,45631,0,0.0,232448,99,0,600123,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108NC35419,live,0.0,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-08T18:41:46.154Z,0,114,0.0,42905,0,0.0,45631,0,0.0,280039,99,0,600123,0,0,,,,
1667947695,2022-11-08 22:48:15 +0000,d34bad58f4d41f9cfcdcd94796fa010d33630ef0,20221108NC35419,live,0.0,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-08T22:43:56.488Z,0,114,0.0,42905,0,0.0,45631,0,0.0,280039,99,0,600123,0,0,,,,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,20221108NC35419,live,0.0,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-09T00:32:09.161Z,0,114,0.0,42905,0,0.0,45631,0,0.0,280039,99,0,600123,0,0,,,,
1667954328,2022-11-09 00:38:48 +0000,bfe97281aaab58d7c74edee2f505906bcc18daea,20221108NC35419,live,44.69,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-09T00:36:08.793Z,0,114,0.0,42905,84219,67.29,45631,40930,32.71,280039,99,125149,600123,0,51,0.0,,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108NC35419,live,44.69,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-09T00:37:35.630Z,0,114,0.0,42905,84219,67.29,45631,40930,32.71,280039,99,125149,600123,0,51,0.0,,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108NC35419,live,44.69,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-09T00:45:01.476Z,0,114,0.0,42905,84219,67.29,45631,40930,32.71,280039,99,125149,600123,0,51,0.0,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108NC35419,live,44.69,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-09T01:01:53.087Z,0,114,0.0,42905,84219,67.29,45631,40930,32.71,280039,99,125149,600123,0,51,0.0,,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108NC35419,live,44.69,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-09T01:29:53.475Z,0,114,0.0,42905,84219,67.29,45631,40930,32.71,280039,99,125149,600123,0,51,0.0,X,2022-11-09T01:29:53.280Z,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108NC35419,live,44.69,NC,North Carolina,34,1,2022-11-09T00:30:00.000Z,state,0,2022-11-09T01:36:49.531Z,0,114,0.0,42905,84219,67.29,45631,40930,32.71,280039,99,125149,600123,0,51,0.0,X,2022-11-09T01:29:53.280Z,
