captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.6492.first,candidates.6492.last,candidates.6492.abbrv,candidates.6492.party,candidates.6492.incumbent,candidates.6492.candidateID,candidates.6492.polID,candidates.6492.ballotOrder,candidates.6492.polNum,candidates.6492.electWon,candidates.9515.first,candidates.9515.last,candidates.9515.party,candidates.9515.candidateID,candidates.9515.polID,candidates.9515.ballotOrder,candidates.9515.polNum,candidates.9515.electWon,candidates.6492.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WA-20221108_Eday62,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,331339,99,0,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,WA-20221108_Eday80,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,0,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,144172,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,172472,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667968272,2022-11-08 22:31:12 -0600,97ef6c54bfa1c7ef6beea70c87aafe0c54251ad8,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,144172,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,172472,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,191276,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667973248,2022-11-08 23:54:08 -0600,fb954f3a0e354e923f1bd778e51927737d2c1332,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,191276,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,2022-11-09T05:52:06.116Z,
1667973379,2022-11-08 23:56:19 -0600,ed82c57e44d916231a228645db25042e154a7fb4,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,191276,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,,
1667973424,2022-11-08 23:57:04 -0600,af3468c86121e4f756caa76aafa8fe74e6306883,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"East, Spokane",True,District 5,5,343801,70,191276,988263,True,20221108WA48013,2022-11-08,WA,6492,Cathy,McMorris Rodgers,McMrrsR,GOP,True,6492,46291,1,48483,0,Natasha,Hill,Dem,9515,71022,2,52330,0,2022-11-09T05:52:06.116Z,
