captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.87227.last,candidates.87227.party,candidates.87227.candidateID,candidates.87227.ballotOrder,candidates.87227.polID,candidates.87227.polNum,candidates.87227.electWon,candidates.87228.last,candidates.87228.party,candidates.87228.candidateID,candidates.87228.ballotOrder,candidates.87228.polID,candidates.87228.polNum,candidates.87228.electWon,raceCallStatus,candidates.87227.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NY-20221108_Eday62,33,Ballot Issue,G,Awaiting Poll Close,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6822438,99,0,12359054,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NY-20221108_Eday80,33,Ballot Issue,G,Awaiting Poll Close,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,0,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,463493,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,650857,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,678013,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,746646,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,678013,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,1017899,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,1138885,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,1342615,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,1526654,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,1686468,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,2005360,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,2097592,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,2703448,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,2806446,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667969942,2022-11-08 22:59:02 -0600,302c96144aa0d22b0603db04cac0928c1e8a79f9,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,3041476,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667970723,2022-11-08 23:12:03 -0600,c9be1e43f4fd7fd7004c00409f7a589f170f0784,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,3179072,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,3339568,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,3355128,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667973204,2022-11-08 23:53:24 -0600,9ca1adc2a96ccb8173cfd35380377368538cfb03,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,3596318,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,NY-20221108_Eday80,33,Ballot Issue,G,Active Tabulation,I,Bond Measure,Clean Energy Projects,True,True,1 - Issue Climate Change Bonds,0,6800000,99,3751835,10200000,True,20221108NY40470,2022-11-08,NY,Yes,Yes,87227,1,2,48372,0,No,No,87228,2,3,48373,0,,
