captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-07T20:49:34.966Z,0,0.0,55,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,12319,99,0,37999,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-08T19:34:19.441Z,0,0.0,55,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,21582,99,0,37999,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T02:03:46.833Z,0,0.0,55,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,21582,99,0,37999,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T02:25:14.819Z,0,19.46,55,0.0,25322,3023,71.98,25342,318,7.57,25341,310,7.38,25344,265,6.31,25343,210,5.0,25346,47,1.12,25355,17,0.4,25345,10,0.24,21582,99,4200,37999,0,11
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T02:45:31.507Z,0,19.46,55,0.0,25322,3023,71.98,25342,318,7.57,25341,310,7.38,25344,265,6.31,25343,210,5.0,25346,47,1.12,25355,17,0.4,25345,10,0.24,21582,99,4200,37999,0,11
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T02:59:15.457Z,5,24.75,55,9.09,25322,3695,69.17,25342,452,8.46,25341,432,8.09,25344,351,6.57,25343,314,5.88,25346,57,1.07,25355,27,0.51,25345,14,0.26,21582,99,5342,37999,5,14
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T02:59:15.457Z,5,24.75,55,9.09,25322,3695,69.17,25342,452,8.46,25341,432,8.09,25344,351,6.57,25343,314,5.88,25346,57,1.07,25355,27,0.51,25345,14,0.26,21582,99,5342,37999,5,14
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T03:08:03.494Z,5,24.75,55,9.09,25322,3695,69.17,25342,452,8.46,25341,432,8.09,25344,351,6.57,25343,314,5.88,25346,57,1.07,25355,27,0.51,25345,14,0.26,21582,99,5342,37999,5,14
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T03:12:05.141Z,5,24.75,55,9.09,25322,3695,69.17,25342,452,8.46,25341,432,8.09,25344,351,6.57,25343,314,5.88,25346,57,1.07,25355,27,0.51,25345,14,0.26,21582,99,5342,37999,5,14
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T03:24:53.844Z,5,24.75,55,9.09,25322,3695,69.17,25342,452,8.46,25341,432,8.09,25344,351,6.57,25343,314,5.88,25346,57,1.07,25355,27,0.51,25345,14,0.26,21582,99,5342,37999,5,14
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T03:24:53.844Z,5,24.75,55,9.09,25322,3695,69.17,25342,452,8.46,25341,432,8.09,25344,351,6.57,25343,314,5.88,25346,57,1.07,25355,27,0.51,25345,14,0.26,21582,99,5342,37999,5,14
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T03:35:04.596Z,28,63.23,55,50.91,25322,7278,71.65,25342,846,8.33,25341,781,7.69,25344,568,5.59,25343,521,5.13,25346,90,0.89,25355,44,0.43,25345,30,0.3,16064,99,10158,37999,28,35
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T03:43:50.610Z,37,74.8,55,67.27,25322,9160,73.08,25342,964,7.69,25341,959,7.65,25344,653,5.21,25343,604,4.82,25346,102,0.81,25355,52,0.41,25345,41,0.33,16757,99,12535,37999,37,41
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T04:01:46.562Z,52,99.0,55,94.55,25322,13008,74.89,25341,1306,7.52,25342,1185,6.82,25344,838,4.82,25343,764,4.4,25346,142,0.82,25355,69,0.4,25345,57,0.33,16757,99,17369,37999,52,54
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T04:24:26.950Z,55,99.0,55,100.0,25322,13434,74.96,25341,1349,7.53,25342,1217,6.79,25344,861,4.8,25343,772,4.31,25346,149,0.83,25355,75,0.42,25345,65,0.36,16757,99,17922,37999,55,54
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T04:24:26.950Z,55,99.0,55,100.0,25322,13434,74.96,25341,1349,7.53,25342,1217,6.79,25344,861,4.8,25343,772,4.31,25346,149,0.83,25355,75,0.42,25345,65,0.36,16757,99,17922,37999,55,54
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T04:24:26.950Z,55,99.0,55,100.0,25322,13434,74.96,25341,1349,7.53,25342,1217,6.79,25344,861,4.8,25343,772,4.31,25346,149,0.83,25355,75,0.42,25345,65,0.36,16757,99,17922,37999,55,54
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,LA,22113,2,2022-11-09T02:00:00.000Z,FIPSCode,22113,2022-11-09T04:42:08.326Z,55,99.0,55,100.0,25322,13434,74.96,25341,1349,7.53,25342,1217,6.79,25344,861,4.8,25343,772,4.31,25346,149,0.83,25355,75,0.42,25345,65,0.36,18103,99,17922,37999,55,54
