captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-07T20:49:34.961Z,0,0.0,41,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,102232,99,0,35969,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-08T19:34:19.439Z,0,0.0,41,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,9894,99,0,35969,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T02:03:46.484Z,0,0.0,41,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,9894,99,0,35969,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T02:03:46.484Z,0,0.0,41,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,9894,99,0,35969,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T02:45:30.480Z,0,0.0,41,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,9894,99,0,35969,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T02:59:14.868Z,5,10.67,41,12.2,25322,459,43.47,25343,276,26.14,25342,209,19.79,25341,66,6.25,25346,19,1.8,25344,16,1.52,25355,7,0.66,25345,4,0.38,9894,99,1056,35969,5,4
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T03:01:16.900Z,5,64.2,41,12.2,25322,4015,63.21,25342,859,13.52,25343,745,11.73,25341,524,8.25,25346,95,1.5,25344,71,1.12,25355,26,0.41,25345,17,0.27,9894,99,6352,35969,5,26
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T03:08:01.235Z,5,64.2,41,12.2,25322,4015,63.21,25342,859,13.52,25343,745,11.73,25341,524,8.25,25346,95,1.5,25344,71,1.12,25355,26,0.41,25345,17,0.27,9894,99,6352,35969,5,26
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T03:11:54.913Z,17,41.05,41,41.46,25322,6043,63.62,25342,1244,13.1,25343,1083,11.4,25341,799,8.41,25346,141,1.48,25344,107,1.13,25355,53,0.56,25345,29,0.31,23141,99,9499,35969,17,17
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T03:24:53.784Z,17,41.05,41,41.46,25322,6043,63.62,25342,1244,13.1,25343,1083,11.4,25341,799,8.41,25346,141,1.48,25344,107,1.13,25355,53,0.56,25345,29,0.31,23141,99,9499,35969,17,17
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T03:26:28.654Z,20,43.66,41,48.78,25322,6540,64.73,25342,1262,12.49,25343,1095,10.84,25341,858,8.49,25346,142,1.41,25344,118,1.17,25355,57,0.56,25345,32,0.32,23141,99,10104,35969,20,18
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T03:35:04.520Z,20,48.29,41,48.78,25322,6540,64.73,25342,1262,12.49,25343,1095,10.84,25341,858,8.49,25346,142,1.41,25344,118,1.17,25355,57,0.56,25345,32,0.32,20922,99,10104,35969,20,20
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22099,2,2022-11-09T02:00:00.000Z,FIPSCode,22099,2022-11-09T03:43:50.547Z,39,94.17,41,95.12,25322,10793,66.36,25342,1840,11.31,25343,1671,10.27,25341,1385,8.52,25346,216,1.33,25344,204,1.25,25355,96,0.59,25345,59,0.36,17271,99,16264,35969,39,39
