captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:30:43.895Z,553,554,99.82,25322,144058,64.37,25341,24439,10.92,25342,23487,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1946,0.87,25355,1617,0.72,210473,99,223801,740631,553,548,0.0,X,2022-11-09T04:01:46.295Z
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,20221108LA20558,live,98.94,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:42:08.326Z,553,554,99.82,25322,144058,64.37,25341,24439,10.92,25342,23487,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1946,0.87,25355,1617,0.72,226201,99,223801,740631,553,548,0.0,X,2022-11-09T04:01:46.295Z
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:44:22.536Z,554,554,100.0,25322,144093,64.37,25341,24444,10.92,25342,23488,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223844,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T04:51:26.604Z,554,554,100.0,25322,144093,64.37,25341,24444,10.92,25342,23488,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223844,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T05:31:20.740Z,554,554,100.0,25322,144093,64.37,25341,24444,10.92,25342,23488,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223844,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-09T05:45:25.889Z,554,554,100.0,25322,144093,64.37,25341,24444,10.92,25342,23488,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223844,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1668141260,2022-11-10 22:34:20 -0600,a2d806b833382796c6a575d0974f85fb99c3cce1,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-11T04:33:17.265Z,554,554,100.0,25322,144093,64.37,25341,24444,10.92,25342,23488,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223844,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1668164496,2022-11-11 05:01:36 -0600,eb3938fdcb9eecc05df63ea23750c5ab17210c58,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-11T11:00:50.086Z,554,554,100.0,25322,144096,64.37,25341,24444,10.92,25342,23492,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223851,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1668250929,2022-11-12 05:02:09 -0600,4445d507c7f9ac510b7c9f8cbe64dd6d41924dd4,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-12T11:01:02.709Z,554,554,100.0,25322,144101,64.37,25341,24444,10.92,25342,23492,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223856,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1668510152,2022-11-15 05:02:32 -0600,4aa9e94abe2d3abc602cfa3eac5f2e399f0d9b69,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-15T11:02:12.482Z,554,554,100.0,25322,144102,64.37,25341,24445,10.92,25342,23492,10.49,25343,21019,9.39,25344,4006,1.79,25346,3229,1.44,25345,1948,0.87,25355,1617,0.72,226106,99,223858,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
1668596584,2022-11-16 05:03:04 -0600,8fa94d0c7608c7a18f9174d8d4c5cfadaf844e1c,20221108LA20558,live,99.0,LA,Louisiana,19,1,2022-11-09T02:00:00.000Z,state,2022-11-16T11:02:37.025Z,554,554,100.0,25322,144423,64.32,25341,24474,10.9,25342,23641,10.53,25343,21172,9.43,25344,4012,1.79,25346,3255,1.45,25345,1955,0.87,25355,1620,0.72,226106,99,224552,740631,554,548,0.0,X,2022-11-09T04:01:46.295Z
