captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22019,2,2022-11-09T01:00:00.000Z,FIPSCode,22019,2022-11-07T03:12:06.628Z,0,0.0,123,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,60429,99,0,126655,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-08T19:34:19.436Z,0,0.0,123,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,67566,99,0,126655,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T02:03:43.764Z,0,0.0,123,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,67566,99,0,126655,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T02:25:12.726Z,0,19.74,123,0.0,25322,7955,59.65,25342,1717,12.87,25343,1490,11.17,25341,1423,10.67,25345,285,2.14,25344,189,1.42,25346,172,1.29,25355,105,0.79,67566,99,13336,126655,0,24
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T02:45:25.282Z,0,19.74,123,0.0,25322,7955,59.65,25342,1717,12.87,25343,1490,11.17,25341,1423,10.67,25345,285,2.14,25344,189,1.42,25346,172,1.29,25355,105,0.79,67566,99,13336,126655,0,24
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T02:58:58.901Z,24,30.02,123,19.51,25322,11077,54.6,25342,3206,15.8,25343,2557,12.6,25341,2288,11.28,25345,400,1.97,25344,290,1.43,25346,285,1.4,25355,183,0.9,67566,99,20286,126655,24,37
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T02:58:58.901Z,24,30.02,123,19.51,25322,11077,54.6,25342,3206,15.8,25343,2557,12.6,25341,2288,11.28,25345,400,1.97,25344,290,1.43,25346,285,1.4,25355,183,0.9,67566,99,20286,126655,24,37
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T03:07:50.949Z,24,30.02,123,19.51,25322,11077,54.6,25342,3206,15.8,25343,2557,12.6,25341,2288,11.28,25345,400,1.97,25344,290,1.43,25346,285,1.4,25355,183,0.9,67566,99,20286,126655,24,37
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T03:11:57.146Z,50,41.53,123,40.65,25322,15817,56.36,25342,4138,14.75,25341,3242,11.55,25343,3177,11.32,25345,575,2.05,25344,434,1.55,25346,403,1.44,25355,276,0.98,67566,99,28062,126655,50,51
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T03:24:53.617Z,75,70.1,123,60.98,25322,22113,58.99,25342,4909,13.1,25341,4473,11.93,25343,3729,9.95,25345,734,1.96,25344,635,1.69,25346,520,1.39,25355,370,0.99,53472,99,37483,126655,75,86
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T03:26:27.994Z,82,73.22,123,66.67,25322,23215,59.29,25342,5087,12.99,25341,4608,11.77,25343,3867,9.88,25345,760,1.94,25344,681,1.74,25346,546,1.39,25355,388,0.99,53472,99,39152,126655,82,90
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T03:35:04.346Z,102,86.27,123,82.93,25322,28359,60.2,25342,5914,12.55,25341,5457,11.58,25343,4477,9.5,25345,909,1.93,25344,835,1.77,25346,663,1.41,25355,494,1.05,54607,99,47108,126655,102,106
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T03:43:50.385Z,115,94.19,123,93.5,25322,30711,61.21,25342,6065,12.09,25341,5729,11.42,25343,4554,9.08,25345,1013,2.02,25344,893,1.78,25346,680,1.36,25355,527,1.05,53267,99,50172,126655,115,116
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA,22019,2,2022-11-09T02:00:00.000Z,FIPSCode,22019,2022-11-09T04:01:46.562Z,116,95.23,123,94.31,25322,31001,61.11,25342,6111,12.05,25341,5851,11.53,25343,4607,9.08,25345,1030,2.03,25344,898,1.77,25346,686,1.35,25355,542,1.07,53267,99,50726,126655,116,117
