captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22055,2,2022-11-09T01:00:00.000Z,FIPSCode,22055,2022-11-07T03:12:06.638Z,0,0.0,127,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,82088,99,0,159319,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-08T19:34:19.439Z,0,0.0,127,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,103069,99,0,159319,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T02:03:44.966Z,0,0.0,127,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,103069,99,0,159319,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T02:03:44.966Z,0,0.0,127,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,103069,99,0,159319,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T02:45:27.683Z,0,0.0,127,0.0,25322,0,0.0,25355,0,0.0,25341,0,0.0,25342,0,0.0,25343,0,0.0,25344,0,0.0,25345,0,0.0,25346,0,0.0,103069,99,0,159319,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T02:59:13.581Z,67,24.01,127,52.76,25322,13787,55.71,25341,3699,14.95,25343,3158,12.76,25342,2947,11.91,25346,463,1.87,25344,348,1.41,25355,219,0.88,25345,129,0.52,103069,99,24750,159319,67,30
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T02:59:13.581Z,67,24.01,127,52.76,25322,13787,55.71,25341,3699,14.95,25343,3158,12.76,25342,2947,11.91,25346,463,1.87,25344,348,1.41,25355,219,0.88,25345,129,0.52,103069,99,24750,159319,67,30
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T03:07:49.723Z,67,52.23,127,52.76,25322,13787,55.71,25341,3699,14.95,25343,3158,12.76,25342,2947,11.91,25346,463,1.87,25344,348,1.41,25355,219,0.88,25345,129,0.52,47388,99,24750,159319,67,66
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T03:11:57.692Z,102,87.1,127,80.31,25322,24117,58.43,25341,6112,14.81,25343,4727,11.45,25342,4469,10.83,25346,687,1.66,25344,612,1.48,25355,327,0.79,25345,225,0.55,47388,99,41276,159319,102,111
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,LA,22055,2,2022-11-09T02:00:00.000Z,FIPSCode,22055,2022-11-09T03:24:53.750Z,123,95.88,127,96.85,25322,31501,59.42,25341,7855,14.82,25343,5797,10.93,25342,5496,10.37,25346,858,1.62,25344,791,1.49,25355,425,0.8,25345,292,0.55,55292,99,53015,159319,123,122
