captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,numRunoff,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.25322.first,candidates.25322.last,candidates.25322.incumbent,candidates.25322.party,candidates.25322.candidateID,candidates.25322.ballotOrder,candidates.25322.polID,candidates.25322.polNum,candidates.25341.first,candidates.25341.last,candidates.25341.party,candidates.25341.candidateID,candidates.25341.ballotOrder,candidates.25341.polID,candidates.25341.polNum,candidates.25342.first,candidates.25342.last,candidates.25342.party,candidates.25342.candidateID,candidates.25342.ballotOrder,candidates.25342.polID,candidates.25342.polNum,candidates.25343.first,candidates.25343.last,candidates.25343.party,candidates.25343.candidateID,candidates.25343.ballotOrder,candidates.25343.polID,candidates.25343.polNum,candidates.25344.first,candidates.25344.last,candidates.25344.party,candidates.25344.candidateID,candidates.25344.ballotOrder,candidates.25344.polID,candidates.25344.polNum,candidates.25345.first,candidates.25345.last,candidates.25345.party,candidates.25345.candidateID,candidates.25345.ballotOrder,candidates.25345.polID,candidates.25345.polNum,candidates.25346.first,candidates.25346.last,candidates.25346.party,candidates.25346.candidateID,candidates.25346.ballotOrder,candidates.25346.polID,candidates.25346.polNum,candidates.25355.first,candidates.25355.last,candidates.25355.party,candidates.25355.candidateID,candidates.25355.ballotOrder,candidates.25355.polID,candidates.25355.polNum,candidates.25322.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA-20221108_Eday80,19,Open Primary,X,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,2,192723,99,0,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA-20221108_Eday80,19,Open Primary,X,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,2,272649,99,0,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA-20221108_Eday80,19,Open Primary,X,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 3,3,2,272649,99,0,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,2,272649,99,31264,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,2,227887,99,115559,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,2,220282,99,148726,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,2,210473,99,182841,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,2,210473,99,195319,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 3,3,2,210473,99,195319,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,2022-11-09T04:01:46.295Z,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 3,3,2,210473,99,223801,740631,True,20221108LA20558,2022-11-08,LA,25322,Clay,Higgins,True,GOP,25322,1,65612,21886,Holden,Hoggatt,GOP,25341,2,71734,22307,Lessie,LeBlanc,Dem,25342,3,71733,22308,Tia,LeBrun,Dem,25343,4,71735,22309,Thomas,Payne,GOP,25344,6,71730,22310,Jacob,Shaheen,GOP,25345,7,71731,22311,Gloria,Wiggins,Ind,25346,8,71732,22312,Guy,McLendon,Lib,25355,5,337,21887,2022-11-09T04:01:46.295Z,
