captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.86241.first,candidates.86241.last,candidates.86241.incumbent,candidates.86241.party,candidates.86241.candidateID,candidates.86241.ballotOrder,candidates.86241.polID,candidates.86241.polNum,candidates.86241.electWon,candidates.86938.first,candidates.86938.last,candidates.86938.party,candidates.86938.candidateID,candidates.86938.ballotOrder,candidates.86938.polID,candidates.86938.polNum,candidates.86938.electWon,candidates.86241.winnerDateTime,isCertified
1668035007,2022-11-09 17:03:27 -0600,43133944602e1e0b8843fe10adadb4aed74ddc19,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6029581,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035049,2022-11-09 17:04:09 -0600,bff087a16a7b280445ae4738ddb66814d22774a9,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035092,2022-11-09 17:04:52 -0600,bb1348c48f28c323c7acd58318cbd29acbae94e0,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6029581,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035133,2022-11-09 17:05:33 -0600,9277815e11a548ab0a8d21e93a618336e51c4630,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035176,2022-11-09 17:06:16 -0600,6ce64e7d30deacdb518af68f3c25c19be3fefa82,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6029581,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035217,2022-11-09 17:06:57 -0600,5756b5d7730803e313bbfd3707c5425f18d4c523,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035345,2022-11-09 17:09:05 -0600,bb809ceba1848fa4b398b58d67b28918b95b3c78,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6029581,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035430,2022-11-09 17:10:30 -0600,06f5bae54bae7151bf9edf05821efcacde731737,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668035473,2022-11-09 17:11:13 -0600,53e6deb7a8b3afdd75e905a5d17c62a67c04eae8,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6029581,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668039684,2022-11-09 18:21:24 -0600,0ca947e35f040e2827a463662fd20972258964c5,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668090041,2022-11-10 08:20:41 -0600,738522bf836ae38a62d1eaf80cf54d65b785cf64,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698785,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668091722,2022-11-10 08:48:42 -0600,5449cf4f65e44985c4ef33fd081546f9e893091c,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5700412,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668092519,2022-11-10 09:01:59 -0600,3399a8985bd331b8b790fc41b87273ffdaac2b6b,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5701674,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668107711,2022-11-10 13:15:11 -0600,2ffa1104fa6362517f8e02269d12b28886fe4e54,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5987031,99,5701785,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668109524,2022-11-10 13:45:24 -0600,0e7b51e06f7236d31c9b7d515d8fef2e8b06b200,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6020467,99,5701785,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668110328,2022-11-10 13:58:48 -0600,ffd0e3f72f819ff2d02419ea237df1418dd4ac84,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5701785,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668110371,2022-11-10 13:59:31 -0600,4194e7769636e591118812828fa610e9dd1adfd0,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6020467,99,5701785,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668110414,2022-11-10 14:00:14 -0600,e97de4c341657b154f1058d9adc4677ff28b2d30,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5701785,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668115423,2022-11-10 15:23:43 -0600,6226065336cccce382df89e1c9aac5e2259e55d8,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5702242,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668115759,2022-11-10 15:29:19 -0600,ce9b46809afe315eb8d0b1ce7a0916de393ee535,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5701785,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668115802,2022-11-10 15:30:02 -0600,fa7358ec33f224af866c8c710e7f18f8b62a61b9,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5702242,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668117109,2022-11-10 15:51:49 -0600,b64c0b212ab85f207664ae0026d3c4b4d414b0de,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5704921,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668117910,2022-11-10 16:05:10 -0600,e68c6e0695ad53a52492fd9e3a30608e62aa2d00,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5715665,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668118075,2022-11-10 16:07:55 -0600,c7414ad127c54f52536a527f4c0ef07b3f40479c,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5715935,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668118922,2022-11-10 16:22:02 -0600,afdbc752db298c7b59d0485b0a373c5b6909147e,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5986410,99,5717168,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668119845,2022-11-10 16:37:25 -0600,e43a8c5d5ab8bc505a1d20a305b3dfebceb129bd,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6003428,99,5717168,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668178974,2022-11-11 09:02:54 -0600,20609a1f8e1d7aa2588ee39ac4395232e0d5bc76,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6003428,99,5718286,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668186851,2022-11-11 11:14:11 -0600,8fe17913c6bce7d18b97882a0b14ac2473fcac79,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6015510,99,5718286,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668187727,2022-11-11 11:28:47 -0600,8064cec176e99711776696afcb3a532ade560703,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6009440,99,5718286,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668188592,2022-11-11 11:43:12 -0600,2ee187e1dceaa433d0b4fd2c63ec8ef5c6be3c0a,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6019772,99,5718286,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668189416,2022-11-11 11:56:56 -0600,4f84e16bb7a727a1f017cdaff4ac181cc24c67db,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6019102,99,5718286,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668190028,2022-11-11 12:07:08 -0600,8460cbe12aa3248cbd9293f81b01869eb59d12ea,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984887,99,5718281,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668190843,2022-11-11 12:20:43 -0600,ce8d8a8ee780ee1f524792e10e3513b26216fc6b,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5982843,99,5718281,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668193328,2022-11-11 13:02:08 -0600,152cba3e0b05932b7d6ba8e5f329ba852415df94,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5982843,99,5721099,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668200771,2022-11-11 15:06:11 -0600,9de044625c9fe3dae9aa2e4adc553cfbe58a3bdc,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5982843,99,5721277,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668207911,2022-11-11 17:05:11 -0600,082e666e87796fa29c29b535031c8ec15fd1740e,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5982843,99,5713427,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668208751,2022-11-11 17:19:11 -0600,e542385930d5e3d287244353427166ab4dd93da4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5982843,99,5721946,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668209628,2022-11-11 17:33:48 -0600,7e408e1984e5e6fa7b9ac0f084d06bc31ae3dbed,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5982843,99,5721857,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668440754,2022-11-14 09:45:54 -0600,b8a986488d1a5fc458237be845619a05e0cf2275,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5982843,99,5721897,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668448951,2022-11-14 12:02:31 -0600,80b79f43fd7b839923518e73542f9681973d9265,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5724087,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668457780,2022-11-14 14:29:40 -0600,6e8a2bb8bfce5053ceb62c874aba460a108d983a,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5724092,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668462414,2022-11-14 15:46:54 -0600,c710d747e8b9560afd1b8b582da7818082a8cb22,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5724087,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668463334,2022-11-14 16:02:14 -0600,2a6dc45be4b09ecba29c76ade24674d70da74b0f,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5725088,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668465752,2022-11-14 16:42:32 -0600,6189b31289193ee68631276baa7b0c87bbd807a7,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5725261,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668549144,2022-11-15 15:52:24 -0600,a0f284670a1f43ffe1c8a2360ba8a6f4e9159eb2,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5726185,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668550914,2022-11-15 16:21:54 -0600,af6c589940b16ef74393a30ba114f76ab780b639,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5726669,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668553805,2022-11-15 17:10:05 -0600,ef1f3f290d4114b3c24f4533951f4d94b9951ef6,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5983548,99,5727666,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668556569,2022-11-15 17:56:09 -0600,1ffd57254bf2ca049bed79fdc5bebee9041fe2fc,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984180,99,5727666,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668617197,2022-11-16 10:46:37 -0600,9e3e5c3612159e010e8f826b3f506b7a49caba17,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984180,99,5728165,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668619312,2022-11-16 11:21:52 -0600,e912de5f4346a403f2772f61f0c84fbc8a50ead4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5729547,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668620649,2022-11-16 11:44:09 -0600,2194a47c9056c134a6895004a783f44d24211318,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5730281,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668627537,2022-11-16 13:38:57 -0600,082b45a40df8186532ba1bc6ac499e900ab368ba,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5731028,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668630881,2022-11-16 14:34:41 -0600,4e4c6e92f857b31a80751ad404fe6fcf278da3c7,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5732036,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668635774,2022-11-16 15:56:14 -0600,cfa6c6b1a52f0f8309e21ffb545c2d596cb7e1d3,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5732423,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668638381,2022-11-16 16:39:41 -0600,6f7f9e27bc89bfac69281989538b05594fa2f316,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5733064,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668696273,2022-11-17 08:44:33 -0600,3338f18e42cb26b1b0a12210523efde08f9c919f,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5733541,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668699340,2022-11-17 09:35:40 -0600,f3538b230e118db3177b4996ac473d2eaf1177ce,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5733545,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668710593,2022-11-17 12:43:13 -0600,2e2a992f86a186aab46cb1766a3d1cd79583fef5,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5984459,99,5733454,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
