captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.86241.first,candidates.86241.last,candidates.86241.incumbent,candidates.86241.party,candidates.86241.candidateID,candidates.86241.ballotOrder,candidates.86241.polID,candidates.86241.polNum,candidates.86241.electWon,candidates.86938.first,candidates.86938.last,candidates.86938.party,candidates.86938.candidateID,candidates.86938.ballotOrder,candidates.86938.polID,candidates.86938.polNum,candidates.86938.electWon,candidates.86241.winnerDateTime,isCertified
1667975319,2022-11-09 00:28:39 -0600,7d24d010dbc95f183b9e815a9f6c12b55b48ad99,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6057769,99,5591440,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667976103,2022-11-09 00:41:43 -0600,5c2c6a219a6e0642a5f516a1c66f722f5c42d6c0,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6057769,99,5678005,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667976144,2022-11-09 00:42:24 -0600,9ba67be41054bbe85d475769a3f52b32f07bb1ad,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6057769,99,5591440,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667976184,2022-11-09 00:43:04 -0600,fe83a024be41b5416de8f3b3aadef0173027df04,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6057769,99,5678005,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667976914,2022-11-09 00:55:14 -0600,5c39d98cea3779ab691e2ae42f4961d1de16c4b9,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6057769,99,5692030,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667977730,2022-11-09 01:08:50 -0600,eb7c135f53880b948a2c1d8d800428a5719cefdc,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5692030,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667978502,2022-11-09 01:21:42 -0600,3a9aa1fa129e28027260f73511b9ecad38e5231d,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5711807,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667981204,2022-11-09 02:06:44 -0600,09a8563a8daa3136c9787fc4f73c6b797a1fddf0,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5732332,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667981242,2022-11-09 02:07:22 -0600,cf751ccf5a467e68d03bb00a59a524242998a7c9,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5711807,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1667981283,2022-11-09 02:08:03 -0600,b50945b2097c96d288eb118e41604458b9594ee2,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5732332,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668003824,2022-11-09 08:23:44 -0600,f5f05cef18d3f5f4c631e6578a95ca46d084942c,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5732787,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668003864,2022-11-09 08:24:24 -0600,20cee9a4137750b5e8baae09e501889a336704e3,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5732332,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668003904,2022-11-09 08:25:04 -0600,7201f5240e83b67faf1a9f4a4973b53f68014a5c,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5732787,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668008078,2022-11-09 09:34:38 -0600,e6ee907ed8a6179329164aeeccfc106c7d0916e6,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5732801,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668009710,2022-11-09 10:01:50 -0600,74116622b8c9b2150fa904b12a554af9ef5dfe6f,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5759029,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668009751,2022-11-09 10:02:31 -0600,bc4e6acb19e3f7b144fb6b3f301c19cc6e35f693,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5732801,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668009791,2022-11-09 10:03:11 -0600,168a5c44c08980df5211064870e4e8418b67d4d8,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6143369,99,5759029,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668014643,2022-11-09 11:24:03 -0600,f5f86614da7b9c70e333016a9cf826d5cc8dc111,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6142144,99,5759029,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668016324,2022-11-09 11:52:04 -0600,a9b75462dd7fbdf01ae32b38debcb3f77456d2b1,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6119309,99,5759029,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668017165,2022-11-09 12:06:05 -0600,082aa88b5912cef98698929006425a7c1aa446a4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6077508,99,5731120,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668019729,2022-11-09 12:48:49 -0600,328d57353964e7fdcc3ab4a46fd0617a7c672442,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6077508,99,5700215,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668022974,2022-11-09 13:42:54 -0600,a11dc43a9075d05d62ad127e02a2dc10aa2604c0,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6039564,99,5700215,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668023805,2022-11-09 13:56:45 -0600,933de43fade4cf4bbb8847d373ab71f53b5e02a6,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6031763,99,5700215,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668028021,2022-11-09 15:07:01 -0600,f05725f558c5ba5d33323b1924681056209e6490,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6031763,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668028848,2022-11-09 15:20:48 -0600,5d8a720b0e52b92884a320bd4779128c69d79329,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6031763,99,5697528,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668029686,2022-11-09 15:34:46 -0600,98ebed407e71ff313155424aaf484aedf5c2c1a2,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6031763,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668032169,2022-11-09 16:16:09 -0600,34374ee6f282323c9f4bce5efec496c6f297ec06,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6030435,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668032966,2022-11-09 16:29:26 -0600,fb40b42606611691bfc8e5c22f473b198d705aee,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,5949119,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668033779,2022-11-09 16:42:59 -0600,8a5cb953a1ac8767db2a00e615c671195b1eab4e,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668034668,2022-11-09 16:57:48 -0600,2696aa4cb37c8bc42cfcece9af4a9371414dbffa,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6029581,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668034795,2022-11-09 16:59:55 -0600,172108f1ee7c87a5d4703a721551ec285f8fb325,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668034837,2022-11-09 17:00:37 -0600,c63e4f0ba510718aef59ea5d4b3a1c07b3a28ffb,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6029581,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
1668034879,2022-11-09 17:01:19 -0600,d5d5b98b6b8c150d2121989683048019be62ec60,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,G,Governor,Kathy,Hochul,Hochul,Dem,86241,61285,52369,True,True,6063017,99,5698363,10200000,True,20221108NY39760,2022-11-08,NY,86241,Kathy,Hochul,True,Dem,86241,1,61285,52369,0.0,Lee,Zeldin,GOP,86938,2,59740,51894,0.0,2022-11-09T05:52:20.655Z,
