captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.5808.first,candidates.5808.last,candidates.5808.incumbent,candidates.5808.party,candidates.5808.candidateID,candidates.5808.ballotOrder,candidates.5808.polID,candidates.5808.polNum,candidates.5808.electWon,candidates.6162.first,candidates.6162.last,candidates.6162.party,candidates.6162.candidateID,candidates.6162.ballotOrder,candidates.6162.polID,candidates.6162.polNum,candidates.6162.electWon,candidates.5808.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,OR-20221108_Eday80,38,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,302214,99,0,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,OR-20221108_Eday80,38,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,363906,99,0,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,OR-20221108_Eday80,38,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 2,2,363906,99,0,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,363906,99,159697,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,363906,99,191923,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,363906,99,199003,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,2022-11-09T04:33:20.148Z,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,363906,99,200690,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,2022-11-09T04:33:20.148Z,
1667970415,2022-11-08 23:06:55 -0600,f1d4e9736f94ffa7aa7ebd5da07699c9a419c5df,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,363725,99,219627,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,2022-11-09T04:33:20.148Z,
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,363725,99,220497,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,2022-11-09T04:33:20.148Z,
1667972072,2022-11-08 23:34:32 -0600,5f08375f0416ad308fd9009cb811eb22d16c43e4,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,363725,99,220604,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,2022-11-09T04:33:20.148Z,
1667972986,2022-11-08 23:49:46 -0600,8b5a6bad408154143d5639ac38f52891382240a4,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,363725,99,221263,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,2022-11-09T04:33:20.148Z,
1667973835,2022-11-09 00:03:55 -0600,b3bdd8a625be8657c0e5a46d72158acdcfd366d2,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,363764,99,221263,1310383,True,20221108OR38529,2022-11-08,OR,5808,Cliff,Bentz,True,GOP,5808,2,68648,40131,0,Joe,Yetter,Dem,6162,1,70173,41265,0,2022-11-09T04:33:20.148Z,
