captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51249.first,candidates.51249.last,candidates.51249.incumbent,candidates.51249.party,candidates.51249.candidateID,candidates.51249.ballotOrder,candidates.51249.polID,candidates.51249.polNum,candidates.51249.electWon,candidates.51926.first,candidates.51926.last,candidates.51926.abbrv,candidates.51926.party,candidates.51926.candidateID,candidates.51926.ballotOrder,candidates.51926.polID,candidates.51926.polNum,candidates.51926.electWon,candidates.51249.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,VA-20221108_Eday80,47,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 9,9,300717,99,0,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,VA-20221108_Eday80,47,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 9,9,300717,99,0,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,300717,99,4747,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,300717,99,10547,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,300717,99,31941,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,299536,99,58346,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,2022-11-09T00:52:59.578Z
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,300717,99,58346,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,299536,99,69051,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,2022-11-09T00:52:59.578Z
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,299536,99,71485,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,2022-11-09T00:52:59.578Z
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,299536,99,114088,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,2022-11-09T00:52:59.578Z
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,299536,99,189381,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,2022-11-09T00:52:59.578Z
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,254320,99,189381,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,2022-11-09T00:52:59.578Z
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,254320,99,192778,1632065,True,20221108VA47017,2022-11-08,VA,51249,Morgan,Griffith,True,GOP,51249,2,58574,47410,0,Taysha,DeVaughan,DeVaughn,Dem,51926,1,71715,49650,0,2022-11-09T00:52:59.578Z
