captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108PA39002,live,0.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:23:57.245Z,0,9173,0.0,53119,0,0.0,53552,0,0.0,53551,0,0.0,53124,0,0.0,53524,0,0.0,5513811,99,0,8735712,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108PA39002,live,0.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T20:21:54.886Z,0,9173,0.0,53119,0,0.0,53552,0,0.0,53551,0,0.0,53124,0,0.0,53524,0,0.0,5900000,99,0,8795652,0,0,,,,
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,20221108PA39002,live,0.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:24:32.899Z,0,9173,0.0,53119,0,0.0,53552,0,0.0,53551,0,0.0,53124,0,0.0,53524,0,0.0,5900000,95,0,8795652,0,0,,,,
1667947695,2022-11-08 22:48:15 +0000,d34bad58f4d41f9cfcdcd94796fa010d33630ef0,20221108PA39002,live,0.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:46:10.877Z,0,9173,0.0,53119,0,0.0,53552,0,0.0,53551,0,0.0,53124,0,0.0,53524,0,0.0,5900000,95,0,8795652,0,0,,,,
1667947961,2022-11-08 22:52:41 +0000,61cf3818eb7b56b77db7de41bfdda7ab59f4de65,20221108PA39002,live,0.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:51:15.961Z,0,9173,0.0,53119,0,0.0,53552,0,0.0,53551,0,0.0,53124,0,0.0,53524,0,0.0,5900000,95,0,8795652,0,0,,,,
1667950634,2022-11-08 23:37:14 +0000,ecdc17be694dba1a9d92600c132ccefe80ac0642,20221108PA39002,live,0.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:31:39.179Z,0,9173,0.0,53119,0,0.0,53552,0,0.0,53551,0,0.0,53124,0,0.0,53524,0,0.0,5900000,95,0,8795652,0,0,,,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,20221108PA39002,live,0.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:09.754Z,0,9173,0.0,53119,0,0.0,53552,0,0.0,53551,0,0.0,53124,0,0.0,53524,0,0.0,5900000,95,0,8795652,0,0,,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108PA39002,live,3.71,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:05:05.407Z,0,9173,0.0,53119,188896,86.27,53124,26425,12.07,53524,1665,0.76,53551,1216,0.56,53552,747,0.34,5900000,95,218949,8795652,0,340,0.0,,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108PA39002,live,3.71,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:08:45.862Z,0,9173,0.0,53119,188896,86.27,53124,26425,12.07,53524,1665,0.76,53551,1216,0.56,53552,747,0.34,5900000,95,218949,8795652,0,340,0.0,,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108PA39002,live,4.18,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:12:57.515Z,1,9173,0.01,53119,208105,84.42,53124,34045,13.81,53524,2038,0.83,53551,1413,0.57,53552,913,0.37,5900000,95,246514,8795652,1,383,0.0,1.0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108PA39002,live,4.4,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:16:33.365Z,1,9173,0.01,53119,217794,83.95,53124,37045,14.28,53524,2165,0.83,53551,1468,0.57,53552,973,0.38,5900000,95,259445,8795652,1,403,0.0,1.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108PA39002,live,4.76,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:21:08.908Z,3,9173,0.03,53119,234945,83.6,53124,40899,14.55,53524,2483,0.88,53551,1665,0.59,53552,1055,0.38,5900000,95,281047,8795652,3,437,0.0,1.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108PA39002,live,4.86,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:27:09.906Z,41,9173,0.45,53119,237390,82.72,53124,44208,15.41,53524,2564,0.89,53551,1707,0.59,53552,1102,0.38,5900000,95,286971,8795652,41,446,0.0,1.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108PA39002,live,5.8,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:33:28.116Z,48,9173,0.52,53119,278297,81.28,53124,57402,16.77,53524,3169,0.93,53551,2103,0.61,53552,1413,0.41,5900000,95,342384,8795652,48,532,0.0,1.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108PA39002,live,7.03,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:38:27.782Z,53,9173,0.58,53119,331450,79.88,53124,74709,18.01,53524,4163,1.0,53551,2709,0.65,53552,1885,0.45,5900000,95,414916,8795652,53,645,0.0,1.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108PA39002,live,7.14,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:42:54.681Z,59,9173,0.64,53119,333788,79.2,53124,78752,18.69,53524,4273,1.01,53551,2745,0.65,53552,1912,0.45,5900000,95,421470,8795652,59,655,0.0,1.0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108PA39002,live,7.59,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:47:09.230Z,109,9173,1.19,53119,347049,77.46,53124,91332,20.39,53524,4670,1.04,53551,2912,0.65,53552,2059,0.46,5900000,95,448022,8795652,109,697,0.0,1.0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108PA39002,live,8.06,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:52:32.952Z,133,9173,1.45,53119,359897,75.72,53124,104987,22.09,53524,5082,1.07,53551,3102,0.65,53552,2224,0.47,5900000,95,475292,8795652,133,739,0.0,1.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108PA39002,live,8.4,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:56:58.736Z,220,9173,2.4,53119,369677,74.63,53124,114564,23.13,53524,5462,1.1,53551,3271,0.66,53552,2385,0.48,5900000,95,495359,8795652,220,770,0.0,1.0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108PA39002,live,9.74,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:01:36.600Z,402,9173,4.38,53119,404960,70.49,53124,156409,27.22,53524,6582,1.15,53551,3741,0.65,53552,2837,0.49,5900000,95,574529,8795652,402,893,0.0,1.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108PA39002,live,11.42,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:06:34.322Z,454,9173,4.95,53119,460580,68.39,53124,197703,29.35,53524,7648,1.14,53551,4191,0.62,53552,3383,0.5,5900000,95,673505,8795652,454,1047,0.0,1.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108PA39002,live,12.75,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:11:27.633Z,618,9173,6.74,53119,494932,65.8,53124,240048,31.91,53524,8808,1.17,53551,4591,0.61,53552,3801,0.51,5900000,95,752180,8795652,618,1169,0.0,1.0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108PA39002,live,13.91,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:14:30.468Z,835,9173,9.1,53119,526951,64.2,53124,275149,33.52,53524,9647,1.18,53551,4881,0.59,53552,4114,0.5,5900000,95,820742,8795652,835,1276,0.0,1.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108PA39002,live,14.71,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:18:49.234Z,913,9173,9.95,53119,544439,62.73,53124,303372,34.95,53524,10476,1.21,53551,5213,0.6,53552,4444,0.51,5900000,95,867944,8795652,913,1349,0.0,1.0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108PA39002,live,16.98,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:25:29.129Z,1232,9173,13.43,53119,607081,60.59,53124,372123,37.14,53524,11994,1.2,53551,5810,0.58,53552,4997,0.5,5900000,95,1002005,8795652,1232,1558,0.0,1.0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108PA39002,live,18.44,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:27:27.879Z,1372,9173,14.96,53119,645549,59.33,53124,417375,38.36,53524,13329,1.23,53551,6320,0.58,53552,5471,0.5,5900000,95,1088044,8795652,1372,1692,0.0,1.0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108PA39002,live,21.56,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:34:06.268Z,1617,9173,17.63,53119,717608,56.41,53124,524494,41.23,53524,16249,1.28,53551,7534,0.59,53552,6295,0.49,5900000,95,1272180,8795652,1617,1978,0.0,1.0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108PA39002,live,24.64,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:40:12.186Z,1904,9173,20.76,53119,790597,54.38,53124,629022,43.27,53524,18938,1.3,53551,8539,0.59,53552,6720,0.46,5900000,95,1453816,8795652,1904,2260,0.0,1.0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108PA39002,live,26.97,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:44:45.915Z,2213,9173,24.13,53119,858035,53.92,53124,696254,43.76,53524,20677,1.3,53551,9235,0.58,53552,6989,0.44,5900000,95,1591190,8795652,2213,2474,0.0,1.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108PA39002,live,30.85,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:49:37.395Z,2791,9173,30.43,53119,962406,52.87,53124,815545,44.8,53524,23841,1.31,53551,10373,0.57,53552,8192,0.45,5900000,95,1820357,8795652,2791,2830,0.0,1.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108PA39002,live,31.9,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:53:46.669Z,2890,9173,31.51,53119,996812,52.96,53124,840518,44.65,53524,25274,1.34,53551,10972,0.58,53552,8731,0.46,5900000,95,1882307,8795652,2890,2927,0.0,1.0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108PA39002,live,34.72,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:58:28.741Z,3247,9173,35.4,53119,1054276,51.47,53124,944756,46.12,53524,27567,1.35,53551,11776,0.57,53552,9958,0.49,5900000,95,2048333,8795652,3247,3185,0.0,1.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108PA39002,live,37.12,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:03:34.969Z,3588,9173,39.11,53119,1114340,50.88,53124,1023392,46.73,53524,29446,1.34,53551,12522,0.57,53552,10299,0.47,5900000,95,2189999,8795652,3588,3405,0.0,1.0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108PA39002,live,41.35,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:08:25.978Z,3153,9173,34.37,53119,1258141,51.58,53124,1124293,46.09,53524,32599,1.34,53551,14063,0.58,53552,10310,0.42,5900000,95,2439406,8795652,3153,3793,0.0,1.0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108PA39002,live,42.82,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:12:52.431Z,3249,9173,35.42,53119,1294349,51.24,53124,1172553,46.42,53524,33966,1.34,53551,14592,0.58,53552,10684,0.42,5900000,95,2526144,8795652,3249,3928,0.0,1.0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108PA39002,live,46.37,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:16:49.369Z,4267,9173,46.52,53119,1413727,51.67,53124,1257729,45.97,53524,36494,1.33,53551,15726,0.57,53552,12229,0.45,5900000,95,2735905,8795652,4267,4254,0.0,1.0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108PA39002,live,48.52,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:22:16.725Z,4305,9173,46.93,53119,1465690,51.2,53124,1329778,46.45,53524,38546,1.35,53551,16412,0.57,53552,12453,0.43,5900000,95,2862879,8795652,4305,4451,0.0,1.0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108PA39002,live,49.73,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:25:10.610Z,3704,9173,40.38,53119,1499074,51.09,53124,1366670,46.58,53524,39361,1.34,53551,16724,0.57,53552,12316,0.42,5900000,95,2934145,8795652,3704,4562,0.0,1.0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108PA39002,live,52.54,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:32:35.119Z,3772,9173,41.12,53119,1577040,50.87,53124,1451568,46.82,53524,41566,1.34,53551,17589,0.57,53552,12366,0.4,5900000,95,3100129,8795652,3772,4820,0.0,1.0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108PA39002,live,55.16,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:36:54.942Z,5233,9173,57.05,53119,1649123,50.67,53124,1527998,46.95,53524,43660,1.34,53551,18427,0.57,53552,15177,0.47,5900000,95,3254385,8795652,5233,5060,0.0,1.0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108PA39002,live,58.1,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:46:51.237Z,5517,9173,60.14,53119,1721525,50.22,53124,1624461,47.39,53524,46708,1.36,53551,19436,0.57,53552,15901,0.46,5900000,95,3428031,8795652,5517,5330,0.0,1.0,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108PA39002,live,61.74,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:51:47.783Z,4633,9173,50.51,53119,1815832,49.85,53124,1741023,47.79,53524,49787,1.37,53551,20503,0.56,53552,15553,0.43,5900000,95,3642698,8795652,4633,5663,0.0,1.0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108PA39002,live,66.54,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:06:55.139Z,5110,9173,55.71,53119,1939239,49.4,53124,1894642,48.26,53524,53287,1.36,53551,21872,0.56,53552,16913,0.43,5900000,95,3925953,8795652,5110,6104,0.0,1.0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108PA39002,live,67.0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:12:06.935Z,5110,9173,55.71,53119,1955943,49.48,53124,1904146,48.17,53524,53657,1.36,53551,22034,0.56,53552,17019,0.43,5900000,95,3952799,8795652,5110,6146,0.0,1.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108PA39002,live,67.74,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:16:54.026Z,6415,9173,69.93,53119,1973968,49.39,53124,1927695,48.23,53524,54359,1.36,53551,22309,0.56,53552,18618,0.47,5900000,95,3996949,8795652,6415,6214,0.0,1.0,,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,20221108PA39002,live,67.82,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:18:57.818Z,6424,9173,70.03,53119,1975138,49.36,53124,1931082,48.26,53524,54432,1.36,53551,22335,0.56,53552,18644,0.47,5900000,95,4001631,8795652,6424,6222,0.0,1.0,,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,20221108PA39002,live,69.75,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:23:28.804Z,6593,9173,71.87,53119,2040361,49.58,53124,1976881,48.04,53524,55912,1.36,53551,22936,0.56,53552,19029,0.46,5900000,95,4115119,8795652,6593,6398,0.0,1.0,,
