captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.53119.first,candidates.53119.last,candidates.53119.abbrv,candidates.53119.party,candidates.53119.candidateID,candidates.53119.ballotOrder,candidates.53119.polID,candidates.53119.polNum,candidates.53119.electWon,candidates.53124.first,candidates.53124.last,candidates.53124.party,candidates.53124.candidateID,candidates.53124.ballotOrder,candidates.53124.polID,candidates.53124.polNum,candidates.53124.electWon,candidates.53524.first,candidates.53524.last,candidates.53524.party,candidates.53524.candidateID,candidates.53524.ballotOrder,candidates.53524.polID,candidates.53524.polNum,candidates.53524.electWon,candidates.53551.first,candidates.53551.last,candidates.53551.party,candidates.53551.candidateID,candidates.53551.ballotOrder,candidates.53551.polID,candidates.53551.polNum,candidates.53551.electWon,candidates.53552.first,candidates.53552.last,candidates.53552.party,candidates.53552.candidateID,candidates.53552.ballotOrder,candidates.53552.polID,candidates.53552.polNum,candidates.53552.electWon,candidates.53119.winnerDateTime,isCertified
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,342384,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,371549,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,441264,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,596541,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,789359,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,820742,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,1089236,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,1337863,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,1089236,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,1632525,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,1570478,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,2009623,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,2440049,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,2508540,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,2933716,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,3292359,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,3882691,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,3925953,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4001631,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4359772,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667969204,2022-11-08 22:46:44 -0600,861af312a343e9b4769e08b8c7c8c17fab4dadef,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4532670,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4646668,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4714883,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4842696,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4871379,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4842696,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667972764,2022-11-08 23:46:04 -0600,82ba377844e9961d9064213cab9939b1444d2eba,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4871379,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667973466,2022-11-08 23:57:46 -0600,99efdc0f1ed1d3ebdb4c01c2b3affc8219305bc0,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4885181,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4945351,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,4973747,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667976103,2022-11-09 00:41:43 -0600,5c2c6a219a6e0642a5f516a1c66f722f5c42d6c0,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,5015591,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,,
1667976875,2022-11-09 00:54:35 -0600,aef5a4a9a30b34f946f3098786ce9297f77ec589,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,S,U.S. Senate,Pat,Toomey,Toomey,GOP,49845,257,43965,True,True,True,5900000,95,5045599,8795652,True,20221108PA39002,2022-11-08,PA,John,Fetterman,Fettermn,Dem,53119,1,64818,45115,0,Mehmet,Oz,GOP,53124,2,70038,46198,0,Erik,Gerhardt,Lib,53524,3,67955,46475,0,Richard,Weiss,Grn,53551,4,71640,46135,0,Daniel,Wassmer,Key,53552,5,71639,46134,0,2022-11-09T06:51:06.497Z,
