captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7527.first,candidates.7527.last,candidates.7527.incumbent,candidates.7527.party,candidates.7527.candidateID,candidates.7527.ballotOrder,candidates.7527.polID,candidates.7527.polNum,candidates.7527.electWon,candidates.10883.first,candidates.10883.last,candidates.10883.party,candidates.10883.candidateID,candidates.10883.ballotOrder,candidates.10883.polID,candidates.10883.polNum,candidates.10883.electWon,candidates.11179.first,candidates.11179.last,candidates.11179.party,candidates.11179.candidateID,candidates.11179.ballotOrder,candidates.11179.polID,candidates.11179.polNum,candidates.11179.electWon,candidates.7527.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MO-20221108_Eday80,26,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,0,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,0,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,378,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,1693,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,16034,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,24768,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,16034,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,31822,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,44869,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,438381,99,80419,943685,True,20221108MO26031,2022-11-08,MO,7527,Sam,Graves,True,GOP,7527,2,1342,28326,0.0,Henry,Martin,Dem,10883,1,67286,31121,0.0,Edward,Maidment,Lib,11179,3,71743,31907,0.0,,
