captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.12197.first,candidates.12197.last,candidates.12197.abbrv,candidates.12197.party,candidates.12197.incumbent,candidates.12197.candidateID,candidates.12197.polID,candidates.12197.ballotOrder,candidates.12197.polNum,candidates.12197.electWon,candidates.13966.first,candidates.13966.last,candidates.13966.party,candidates.13966.candidateID,candidates.13966.polID,candidates.13966.ballotOrder,candidates.13966.polNum,candidates.13966.electWon,candidates.14275.first,candidates.14275.last,candidates.14275.party,candidates.14275.candidateID,candidates.14275.polID,candidates.14275.ballotOrder,candidates.14275.polNum,candidates.14275.electWon,candidates.12197.winnerDateTime
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,241580,99,168746,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,241580,99,181304,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,242866,99,181923,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,243711,99,181923,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,244857,99,181923,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667970327,2022-11-08 23:05:27 -0600,1b6c4725cf9e59e40e1d6792336f8520d5b10b5b,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,244857,99,220821,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667973160,2022-11-08 23:52:40 -0600,a8c30e49fdf2578eef8c8f50f6106d095bb0fc07,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,244857,99,224567,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,245160,99,230759,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667977773,2022-11-09 01:09:33 -0600,798d28b4eeb4b335f9aa0c20253161b09a91f6b0,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,246343,99,230759,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667981363,2022-11-09 02:09:23 -0600,bfa0f0af48aad4f07dbb25f4832040f613fe6f03,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,248261,99,230759,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1667983031,2022-11-09 02:37:11 -0600,f73872b641d39df66d685f81da0fecf0e5d77276,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,248261,99,245778,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1668015147,2022-11-09 11:32:27 -0600,2d327c7ef6485dd4c12a543762dbd12b7a0525d8,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,247753,99,245275,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1668100568,2022-11-10 11:16:08 -0600,89e6da3e4977c6f5452d0e1760b5f39850c619bd,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,247753,99,245778,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1668107375,2022-11-10 13:09:35 -0600,8eca323aab66bc78156a8cb9d507373cf71064e3,AR-20221108_Eday80,4,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,248261,99,245778,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1668704580,2022-11-17 11:03:00 -0600,c1478563427e2809caad5dba6a11782fb953e09f,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,247792,99,245817,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
1668722873,2022-11-17 16:07:53 -0600,93f8926228cfe0de4569ff04739b49cda12579c6,AR-20221108_Eday80,4,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,248300,99,245817,504752,True,20221108AR5105,2022-11-08,AR,12197,French,Hill,HillF,GOP,True,12197,63416,2,8200,0,Quintessa,Hathaway,Dem,13966,70524,1,8904,0,Michael,White,Lib,14275,71712,3,9050,0,2022-11-09T03:05:07.698Z
