captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.10393.first,candidates.10393.last,candidates.10393.incumbent,candidates.10393.party,candidates.10393.candidateID,candidates.10393.ballotOrder,candidates.10393.polID,candidates.10393.polNum,candidates.10393.electWon,candidates.10521.first,candidates.10521.last,candidates.10521.party,candidates.10521.candidateID,candidates.10521.ballotOrder,candidates.10521.polID,candidates.10521.polNum,candidates.10521.electWon,candidates.10801.first,candidates.10801.last,candidates.10801.party,candidates.10801.candidateID,candidates.10801.ballotOrder,candidates.10801.polID,candidates.10801.polNum,candidates.10801.electWon,candidates.10393.winnerDateTime,isCertified
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1336474,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1331105,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1336474,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1343042,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1343627,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667971742,2022-11-08 23:29:02 -0600,928d948d0f0c53b13f9f2ca578d94ee9e3764e1c,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1355877,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667972634,2022-11-08 23:43:54 -0600,3031aa1b4c4f867ee3a729dc96e8d9a1d63eee32,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1374574,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667973379,2022-11-08 23:56:19 -0600,ed82c57e44d916231a228645db25042e154a7fb4,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1378251,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667973648,2022-11-09 00:00:48 -0600,56d1333c268e0ca83267f304bc7ebda9b0c770b6,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1398102,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1398107,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1401018,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667974762,2022-11-09 00:19:22 -0600,eae9f5b1ba131d7652f49e9c3001c7a015f755b1,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1398107,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667974988,2022-11-09 00:23:08 -0600,5d6616b419546bd84ca0c06ee5a7a5389ea5fc67,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1401018,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667975032,2022-11-09 00:23:52 -0600,2b4eef55da041b24d8b907ba1775c35ebda992e0,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1398107,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667975154,2022-11-09 00:25:54 -0600,e385cf3ed45230deb4315fbba874f4f4144f56b6,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1401018,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1402719,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667975981,2022-11-09 00:39:41 -0600,41d3dfc6389002e5c03a1c16c1b7382e8f7f3159,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1406726,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1402719,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667976061,2022-11-09 00:41:01 -0600,2426095677e6aeddf8c3a2913a97b500b67dca61,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1406726,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667976875,2022-11-09 00:54:35 -0600,aef5a4a9a30b34f946f3098786ce9297f77ec589,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1414113,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667977854,2022-11-09 01:10:54 -0600,48bc116d28d8730921e71b24209c1971684df670,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1432832,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667978179,2022-11-09 01:16:19 -0600,e5b0abbb1cf26ccf017c9d5a0d528e78ff1d1e95,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1414113,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667978220,2022-11-09 01:17:00 -0600,e1b3684a64586d8bd4fc0a1bcb44792f80525495,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1432832,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667978704,2022-11-09 01:25:04 -0600,063886ef628b03936d6bad5059dd21f00c0a4b43,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1453283,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667979231,2022-11-09 01:33:51 -0600,0aac9649608b65a23e9855cf5cacd405130eb626,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1457668,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667980920,2022-11-09 02:02:00 -0600,d8dacf3ba7026ec4b78c9b6ae2fd53c41765fbd5,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1459961,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667980960,2022-11-09 02:02:40 -0600,77e86fad3864f77f6953461bce33086104908ed9,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1460515,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981041,2022-11-09 02:04:01 -0600,e47a3217a92034f7bbd19a4f4649ae3750139aaf,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1459961,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981123,2022-11-09 02:05:23 -0600,cab57d2c03fab6367d8f4209c67e475f346b5a09,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1460515,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981323,2022-11-09 02:08:43 -0600,b5f3db39a2b7f38cd8f1d18e952da1355d85c27d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1459961,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981363,2022-11-09 02:09:23 -0600,bfa0f0af48aad4f07dbb25f4832040f613fe6f03,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1460515,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981443,2022-11-09 02:10:43 -0600,7cffe27ed1e74c6f72f6bbb8eb945d7366a075bf,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1459961,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981523,2022-11-09 02:12:03 -0600,c8fb7bc9a3bbb68a30573d2004f14a44847334fa,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1460515,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981563,2022-11-09 02:12:43 -0600,1a72bb9afe5de6d72d064bda241592377cc63fb1,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1459961,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981644,2022-11-09 02:14:04 -0600,795b577eaa6c2f9211213427433f95db1d9ee856,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1460515,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667981683,2022-11-09 02:14:43 -0600,d173eee0ef4c7ccaabca12671861bcb345cf2884,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1475415,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667982596,2022-11-09 02:29:56 -0600,bde989b935a69b93b581b2e16860373f3d0861c5,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1624132,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667983389,2022-11-09 02:43:09 -0600,1ddd3dfbd0a60636dc0989de2dbe39844110e2a9,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1627199,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667983429,2022-11-09 02:43:49 -0600,91ad4bfbba7a9cd52231076db531ea20d83a9660,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1624132,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667983471,2022-11-09 02:44:31 -0600,70d36d9850461d49fa32ba3e867341f797936529,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1627199,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667984322,2022-11-09 02:58:42 -0600,e276221deb2b56aa282835bda46e8d0628c88dc4,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1652148,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
1667985134,2022-11-09 03:12:14 -0600,2c897b0fc200e1893488b5752c5c41a90d4a2217,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Mark,Kelly,Kelly,Dem,10393,68876,6135,True,True,True,2789446,99,1706848,4184169,True,20221108AZ3002,2022-11-08,AZ,10393,Mark,Kelly,True,Dem,10393,1,68876,6135,0,Blake,Masters,GOP,10521,2,70958,6225,0,Marc,Victor,Lib,10801,3,62716,5686,0,,
