captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.29292.first,candidates.29292.last,candidates.29292.incumbent,candidates.29292.party,candidates.29292.candidateID,candidates.29292.ballotOrder,candidates.29292.polID,candidates.29292.polNum,candidates.29292.electWon,candidates.29593.first,candidates.29593.last,candidates.29593.abbrv,candidates.29593.party,candidates.29593.candidateID,candidates.29593.ballotOrder,candidates.29593.polID,candidates.29593.polNum,candidates.29593.electWon,candidates.29292.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday80,14,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,0,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,0,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,609,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,2503,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,3165,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,10602,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,21121,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,27784,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,33035,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 16,16,295147,99,47169,1244778,True,20221108IL16005,2022-11-08,IL,29292,Darin,LaHood,True,GOP,29292,1,16982,21117,0,Elizabeth,Haderlein,Haderlen,Dem,29593,2,71706,23246,0,
